mode,para_id,en,rep,span,span_why,aligned_grade,aligned_level,aligned_hit,contains_hit,decoy,followed_decoy
term,P008,auriculotemporal nerve,귓바퀴관자신경,귓바퀴관자신경,ok,정답(대표),exact,True,True,,
term,P009,colpomyomectomy,질식근종절제(술),질식근종절제,ok,정답(대표),variant,True,True,,
term,P009,hapgok,합곡(合谷),합곡,ok,정답(대표),variant,True,True,,
term,P009,altered uterine contractions,자궁수축 변화,자궁수축 변화,ok,정답(대표),exact,True,True,,
term,P010,sirenomelia syndrome,인어다리 증후군,인어다리 증후군,ok,정답(대표),exact,True,True,,
term,P010,upper extremity,위팔,위팔,ok,정답(대표),exact,True,True,,
term,P010,proctoscope,직장경,직장경,ok,정답(대표),exact,True,True,,
term,P011,heredoinfection,유전감염,유전감염,ok,정답(대표),exact,True,True,,
term,P011,sideroblastic anaemia,철적혈모구빈혈,철적혈모구빈혈,ok,정답(대표),exact,True,True,,
term,P011,rash purpuric,자색반 발진,자색반 발진,ok,정답(대표),exact,True,True,,
term,P012,airborne infection,공기매개감염,공기매개감염,ok,정답(대표),exact,True,True,,
term,P012,epidermolysis bullosa dystrophica,디스트로피성 수포성 표피박리증,디스트로피성 수포성 표피박리증,ok,정답(대표),exact,True,True,,
term,P012,glutitis,볼기염,볼기염,ok,정답(대표),exact,True,True,,
term,P013,agenesis of lung,폐의 무발생,폐의 무발생,ok,정답(대표),exact,True,True,,
term,P013,blood donation,헌혈,헌혈,ok,정답(대표),exact,True,True,,
term,P013,implosion,홍수(노출)요법,홍수(노출)요법,ok,정답(대표),exact,True,True,,
term,P014,oncotaxonomy,종양분류법,종양분류법,ok,정답(대표),exact,True,True,,
term,P014,topalgia,국소통증,국소통증,ok,정답(대표),exact,True,True,,
term,P014,negative pressure,음압,음압,ok,정답(대표),exact,True,True,,
term,P015,onychocryptosis,감입발톱,감입발톱,ok,정답(대표),exact,True,True,,
term,P015,foraminal,그물막구멍,그물막구멍,ok,정답(대표),exact,True,True,,
term,P015,rotalix tube,회전양극관,회전양극관,ok,정답(대표),exact,True,True,,
term,P016,superexcitation,과도흥분,과도흥분,ok,정답(대표),exact,True,True,,
term,P016,intermedia thalassaemia,중간형 지중해빈혈,중간형 지중해빈혈,ok,정답(대표),exact,True,True,,
term,P016,endaural,귀속-,귀속,ok,정답(대표),variant,True,True,,
term,P017,multicystic renal dysplasia,다낭성 신장의 형성이상,다낭성 신장의 형성이상,ok,정답(대표),exact,True,True,,
term,P017,cardioplegic,심장마비-,심장마비-,ok,정답(대표),exact,True,True,,
term,P017,neurocanal,신경관,신경관,ok,정답(대표),exact,True,True,,
term,P018,epiplocele,대망탈장,대망탈장,ok,정답(대표),exact,True,True,,
term,P018,naegleria fowleri,파울러자유아메바,파울러자유아메바,ok,정답(대표),exact,True,True,,
term,P018,diabetic coma,당뇨 혼수,당뇨 혼수,ok,정답(대표),exact,True,True,,
term,P019,retaining harness,장치유지,장치유지,ok,정답(대표),exact,True,True,,
term,P019,hemodynamometry,혈압측정(법),혈압측정(법),ok,정답(대표),exact,True,True,,
term,P019,insular sclerosis,섬경화증,섬경화증,ok,정답(대표),exact,True,True,,
term,P020,dental granuloma,뿌리끝육아종,뿌리끝육아종,ok,정답(대표),exact,True,True,,
term,P020,exteroceptive stimulus,외수용자극,외수용자극,ok,정답(대표),exact,True,True,,
term,P020,deshielded proton,미차폐양성자,미차폐양성자,ok,정답(대표),exact,True,True,,
term,P021,school childhood,학령기,학령기,ok,정답(대표),exact,True,True,,
term,P021,dry weight,투석목표체중,투석목표체중,ok,정답(대표),exact,True,True,,
term,P021,myotonic disorders,근긴장장애,근긴장장애,ok,정답(대표),exact,True,True,,
term,P022,plantar flexion,발바닥쪽 굽힘,발바닥쪽 굽힘,ok,정답(대표),exact,True,True,,
term,P022,absence of muscle,근육의 결여,근육의 결여,ok,정답(대표),exact,True,True,,
term,P022,entire trapezius muscle,온등세모근,온등세모근,ok,정답(대표),exact,True,True,,
term,P023,urarthritis,통풍관절염,통풍관절염,ok,정답(대표),exact,True,True,,
term,P023,basal seat,의치지지조직,안정- 의치지지조직 태위,ok,정답(대표),partial,True,True,,
term,P023,orofaciodigital syndrome,구안지 증후군,구안지 증후군,ok,정답(대표),exact,True,True,,
term,P024,endocrinologist,내분비전문의,내분비전문의,ok,정답(대표),exact,True,True,,
term,P024,anisometropic amblyopia,굴절부등약시,굴절부등약시,ok,정답(대표),exact,True,True,,
term,P025,paraduodenal fold,샘창자옆주름,샘창자옆주름,ok,정답(대표),exact,True,True,,
term,P025,laryngotracheal stenosis,후두기관협착(증),후두기관협착 (증),ok_nospace,정답(대표),variant,True,True,,
term,P025,neuropsychiatry,신경정신과학,신경정신과학,ok,정답(대표),exact,True,True,,
term,P026,normetanephrine,노르메타네프린,노르메타네프린,ok,정답(대표),exact,True,True,,
term,P026,nodular prurigo,결절가려움발진,결절가려움발진,ok,정답(대표),exact,True,True,,
term,P027,inertia,무기력,무기력,ok,정답(대표),exact,True,True,,
term,P027,epididymal duct,부고환관,부고환관,ok,정답(대표),exact,True,True,,
term,P028,glaucomatous cataract,녹내장성백내장,녹내장성백내장,ok,정답(대표),exact,True,True,,
term,P028,positioned flap,판막이동수술,판막이동수술,ok,정답(대표),exact,True,True,,
term,P028,transfusion tests,수혈혈액검사,수혈혈액검사,ok,정답(대표),exact,True,True,,
term,P029,blood fluke,주혈흡충,주혈흡충,ok,정답(대표),exact,True,True,,
term,P029,breast stereotactic biopsy,유방 입체정위 생검술,유방 입체정위 생검술,ok,정답(대표),exact,True,True,,
term,P029,hyeopbaek,협백(俠白),협백,ok,정답(대표),variant,True,True,,
term,P030,endoscopic revision dacryocystorhinostomy,내시경 이용 눈물주머니코안 연결 교정,내시경 이용 눈물주머니코안 연결 교정,ok,정답(대표),exact,True,True,,
term,P030,capillaria hepatica,간모세선충,간모세선충,ok,정답(대표),exact,True,True,,
term,P030,allergenic serum,알레르기혈청,종- 알레르기혈청,ok,정답(대표),partial,True,True,,
term,P031,papilloma of cerviv,자궁경부의 유두종,자궁경부의 유두종,ok,정답(대표),exact,True,True,,
term,P031,water bath,욕조,욕조 수기,ok,정답(대표),partial,True,True,,
term,P031,supporting spiritual rituals,영적의식 지지하기,영적의식 지지,ok,오답,-,False,True,,
term,P032,biopsy of adenoid,인두편도 생검,인두편도 생검,ok,정답(대표),exact,True,True,,
term,P032,protein-losing enteropathy,단백질소실장병(증),단백질소실장병(증),ok,정답(대표),exact,True,True,,
term,P032,coalescent mastoiditis,융합꼭지돌기염,융합꼭지돌기염,ok,정답(대표),exact,True,True,,
term,P033,interferential action,간섭작용,간섭작용,ok,정답(대표),exact,True,True,,
term,P033,sao paulo fever,상파울로열,상파울로열,ok,정답(대표),exact,True,True,,
term,P033,meningoencephalocele,수막뇌류,수맥뇌류,ok,오답,-,False,True,,
term,P034,multicystic renal dysplasia,다낭성 신장의 형성이상,다낭성 신장의 형성이상,ok,정답(대표),exact,True,True,,
term,P034,neurocanal,신경관,신경관,ok,정답(대표),exact,True,True,,
term,P034,endoscopic revision dacryocystorhinostomy,내시경 이용 눈물주머니코안 연결 교정,내시경 이용 눈물주머니코안 연결 교정,ok,정답(대표),exact,True,True,,
term,P035,transfusion tests,수혈혈액검사,수혈혈액검사,ok,정답(대표),exact,True,True,,
term,P035,high quality-hcv ab,정밀면역검사-C형간염항체,정밀면역검사-C 형간염항체,ok_nospace,정답(대표),variant,True,True,,
term,P035,intermedia thalassaemia,중간형 지중해빈혈,중간형 지중해빈혈,ok,정답(대표),exact,True,True,,
term,P036,dental granuloma,뿌리끝육아종,만성- 뿌리끝육아종,ok,정답(대표),partial,True,True,,
term,P036,capillaria hepatica,간모세선충,간모세선충,ok,정답(대표),exact,True,True,,
term,P036,positioned flap,판막이동수술,판막이동수술,ok,정답(대표),exact,True,True,,
term,P037,bacteriostasis,정균작용,정균작용,ok,정답(대표),exact,True,True,,
term,P037,myotonic disorders,근긴장장애,근긴장장애,ok,정답(대표),exact,True,True,,
term,P037,hyeopbaek,협백(俠白),협백(俠白),ok,정답(대표),exact,True,True,,
term,P038,orofaciodigital syndrome,구안지 증후군,구안지 증후군,ok,정답(대표),exact,True,True,,
term,P038,rash purpuric,자색반 발진,자색반 발진,ok,정답(대표),exact,True,True,,
term,P038,interferential action,간섭작용,간섭작용,ok,정답(대표),exact,True,True,,
term,P039,hippocampal sclerosis,해마경화(증),해마경화증,ok,정답(대표),partial,True,False,,
term,P039,blood fluke,주혈흡충,주혈흡충,ok,정답(대표),exact,True,True,,
term,P040,cervical vertigo,경추성 현기증,경추성 현기증,ok,정답(대표),exact,True,True,,
term,P040,allergenic serum,알레르기혈청,알레르기혈청,ok,정답(대표),exact,True,True,,
term,P041,inertia,무기력,무기력,ok,정답(대표),exact,True,True,,
term,P041,orthognathic surgery,악교정수술,악교정수술,ok,정답(대표),exact,True,True,,
term,P041,basal seat,의치지지조직,의치지지조직,ok,정답(대표),exact,True,True,,
term,P042,psgn,연쇄구균감염후 사구체신염,연쇄구균감염후 사구체신염,ok,정답(대표),exact,True,True,,
term,P042,keratopathy,각막병(증),각막병(증),ok,정답(대표),exact,True,True,,
term,P042,sideroblastic anaemia,철적혈모구빈혈,철적혈모구빈혈,ok,정답(대표),exact,True,True,,
term,P043,cheilosis,구순증,구순증,ok,정답(대표),exact,True,True,,
term,P043,dry weight,투석목표체중,투석목표체중,ok,정답(대표),exact,True,True,,
term,P043,oncotaxonomy,종양분류법,종양분류법,ok,정답(대표),exact,True,True,,
term,P044,hammerhead ribozyme,망치머리형리보자임,망치머리형리보자임,ok,정답(대표),exact,True,True,,
term,P044,suprameatal foveola,바깥귀길위오목,바깥귀길위오목,ok,정답(대표),exact,True,True,,
term,P044,kub left lateral,"콩팥요관방광촬영, 왼쪽측방향","콩팥요관방광촬영, 왼쪽측방향",ok,정답(대표),exact,True,True,,
term,P045,entire trapezius muscle,온등세모근,온등세모근 전체,ok,정답(대표),partial,True,True,,
term,P045,topalgia,국소통증,국소통증,ok,정답(대표),exact,True,True,,
term,P045,naegleria fowleri,파울러자유아메바,파울러자유아메바,ok,정답(대표),exact,True,True,,
term,P046,auriculotemporal nerve,귓바퀴관자신경,귓바퀴관자신경,ok,정답(대표),exact,True,True,,
term,P046,implosion,홍수(노출)요법,홍수 (노출) 요법,ok_nospace,정답(대표),variant,True,True,,
term,P046,airborne infection,공기매개감염,공기매개감염,ok,정답(대표),exact,True,True,,
term,P047,retaining harness,장치유지,장치유지,ok,정답(대표),exact,True,True,,
term,P047,blood donation,헌혈,헌혈,ok,정답(대표),exact,True,True,,
term,P047,meckel's diverticulectomy,멕켈 게실절제술,멕켈 게실절제술,ok,정답(대표),exact,True,True,,
term,P048,deshielded proton,미차폐양성자,미차폐양성자,ok,정답(대표),exact,True,True,,
term,P048,insular sclerosis,섬경화증,섬경화증,ok,정답(대표),exact,True,True,,
term,P048,anisometropic amblyopia,굴절부등약시,굴절부등약시,ok,정답(대표),exact,True,True,,
term,P049,endocrinologist,내분비전문의,내분비전문의,ok,정답(대표),exact,True,True,,
term,P049,hapgok,합곡(合谷),합곡,ok,정답(대표),variant,True,True,,
term,P049,water bath,욕조,욕조,ok,정답(대표),exact,True,True,,
term,P050,case-mix,질병구성,질병구성,ok,정답(대표),exact,True,True,,
term,P050,clean bench,무균실험대,무균실험대,ok,정답(대표),exact,True,True,,
term,P050,cryptococcal meningocerebritis,크립토콕쿠스수막대뇌염,크립토콕쿠스수막대뇌염,ok,정답(대표),exact,True,True,,
term,P051,coalescent mastoiditis,융합꼭지돌기염,융합꼭지돌기염,ok,정답(대표),exact,True,True,,
term,P051,glaucomatous cataract,녹내장성백내장,녹내장성백내장,ok,정답(대표),exact,True,True,,
term,P051,onychocryptosis,감입발톱,감입발톱,ok,정답(대표),exact,True,True,,
term,P052,gastroenteritis paratyphosa,파라티푸스위창자염,파라티푸스위창자염,ok,정답(대표),exact,True,True,,
term,P052,school childhood,학령기,학령기,ok,정답(대표),exact,True,True,,
term,P052,biopsy of adenoid,인두편도 생검,인두편도 생검,ok,정답(대표),exact,True,True,,
term,P053,genuine diabetes,진성당뇨병,진성당뇨병,ok,정답(대표),exact,True,True,,
term,P053,neuropsychiatry,신경정신과학,신경정신과학,ok,정답(대표),exact,True,True,,
term,P053,mysophilia,불결기호증,불결기호증,ok,정답(대표),exact,True,True,,
term,P054,laryngotracheal stenosis,후두기관협착(증),후두기관협착,ok,정답(대표),variant,True,True,,
term,P054,plantar flexion,발바닥쪽 굽힘,발바닥쪽 굽힘,ok,정답(대표),exact,True,True,,
term,P054,paraduodenal fold,샘창자옆주름,샘창자옆주름,ok,정답(대표),exact,True,True,,
term,P055,superexcitation,과도흥분,과도흥분,ok,정답(대표),exact,True,True,,
term,P055,derangement of patella,무릎뼈의 장애,무릎뼈의 장애,ok,정답(대표),exact,True,True,,
term,P055,exteroceptive stimulus,외수용자극,외수용자극,ok,정답(대표),exact,True,True,,
term,P056,endaural,귀속-,귀속,ok,정답(대표),variant,True,True,,
term,P056,colpomyomectomy,질식근종절제(술),질식근종절제(술),ok,정답(대표),exact,True,True,,
term,P057,agenesis of lung,폐의 무발생,폐의 무발생,ok,정답(대표),exact,True,True,,
term,P057,epiplocele,대망탈장,대망탈장,ok,정답(대표),exact,True,True,,
term,P057,supporting spiritual rituals,영적의식 지지하기,영적의식 지지하기,ok,정답(대표),exact,True,True,,
term,P058,bidiscoidal placenta,두원반태반,두원반태반,ok,정답(대표),exact,True,True,,
term,P058,normetanephrine,노르메타네프린,노르메타네프린,ok,정답(대표),exact,True,True,,
term,P058,absence of muscle,근육의 결여,근육의 결여,ok,정답(대표),exact,True,True,,
term,P059,rotalix tube,회전양극관,회전양극관,ok,정답(대표),exact,True,True,,
term,P059,reciprocal shaker,왕복진탕기,왕복진탕기,ok,정답(대표),exact,True,True,,
term,P059,negative pressure,음압,음압,ok,정답(대표),exact,True,True,,
term,P060,urarthritis,통풍관절염,통풍관절염,ok,정답(대표),exact,True,True,,
term,P060,bilateral palatine tonsils,양측 목구멍 편도,양측 목구멍 편도,ok,정답(대표),exact,True,True,,
term,P060,epididymal duct,부고환관,부고환관,ok,정답(대표),exact,True,True,,
term,P061,epidermolysis bullosa dystrophica,디스트로피성 수포성 표피박리증,디스트로피성 수포성 표피박리증,ok,정답(대표),exact,True,True,,
term,P061,third ventricle structure,제3뇌구조,제 3 뇌구조,ok_nospace,정답(대표),variant,True,True,,
term,P061,cardioplegic,심장마비-,심장마비,ok,정답(대표),variant,True,False,,
term,P062,hemodynamometry,혈압측정(법),혈압측정(법),ok,정답(대표),exact,True,True,,
term,P062,sirenomelia syndrome,인어다리 증후군,인어다리 증후군,ok,정답(대표),exact,True,True,,
term,P062,heredoinfection,유전감염,유전감염,ok,정답(대표),exact,True,True,,
term,P063,papilloma of cerviv,자궁경부의 유두종,자궁경부의 유두종,ok,정답(대표),exact,True,True,,
term,P063,diabetic coma,당뇨 혼수,당뇨 혼수 상태,ok,정답(대표),partial,True,True,,
term,P063,glutitis,볼기염,볼기염,ok,정답(대표),exact,True,True,,
term,P064,protein-losing enteropathy,단백질소실장병(증),단백질소실장병(증),ok,정답(대표),exact,True,True,,
term,P064,proctoscope,직장경,직장경,ok,정답(대표),exact,True,True,,
term,P064,involuntary,불수의-,불수의,ok,정답(대표),variant,True,False,,
term,P065,upper extremity,위팔,위팔,ok,정답(대표),exact,True,True,,
term,P065,altered uterine contractions,자궁수축 변화,자궁수축 변화,ok,정답(대표),exact,True,True,,
term,P065,nodular prurigo,결절가려움발진,결절가려움발진,ok,정답(대표),exact,True,True,,
term,P066,breast stereotactic biopsy,유방 입체정위 생검술,유방 입체정위 생검술,ok,정답(대표),exact,True,True,,
term,P066,surgical staging,외과적시기결정,외과적시기결정,ok,정답(대표),exact,True,True,,
term,P066,meningoencephalocele,수막뇌류,수막뇌류,ok,정답(대표),exact,True,True,,
term,P067,blood donation,헌혈,헌혈,ok,정답(대표),exact,True,True,,
term,P067,agenesis of lung,폐의 무발생,폐의 무발생,ok,정답(대표),exact,True,True,,
term,P067,papilloma of cerviv,자궁경부의 유두종,자궁경부의 유두종,ok,정답(대표),exact,True,True,,
term,P068,orofaciodigital syndrome,구안지 증후군,구안지 증후군,ok,정답(대표),exact,True,True,,
term,P068,intermedia thalassaemia,중간형 지중해빈혈,중간형 지중해빈혈,ok,정답(대표),exact,True,True,,
term,P068,biopsy of adenoid,인두편도 생검,인두편도 생검,ok,정답(대표),exact,True,True,,
term,P069,cervical vertigo,경추성 현기증,경추성 현기증,ok,정답(대표),exact,True,True,,
term,P069,epididymal duct,부고환관,부고환관,ok,정답(대표),exact,True,True,,
term,P069,derangement of patella,무릎뼈의 장애,무릎뼈의 장애,ok,정답(대표),exact,True,True,,
term,P070,positioned flap,판막이동수술,판막이동수술,ok,정답(대표),exact,True,True,,
term,P070,onychocryptosis,감입발톱,감입발톱,ok,정답(대표),exact,True,True,,
term,P070,coalescent mastoiditis,융합꼭지돌기염,융합꼭지돌기염,ok,정답(대표),exact,True,True,,
term,P071,nodular prurigo,결절가려움발진,결절가려움발진,ok,정답(대표),exact,True,True,,
term,P071,naegleria fowleri,파울러자유아메바,파울러자유아메바,ok,정답(대표),exact,True,True,,
term,P071,retaining harness,장치유지,장치유지,ok,정답(대표),exact,True,True,,
term,P072,meckel's diverticulectomy,멕켈 게실절제술,멕켈 게실절제술,ok,정답(대표),exact,True,True,,
term,P072,myotonic disorders,근긴장장애,근긴장장애,ok,정답(대표),exact,True,True,,
term,P072,glutitis,볼기염,볼기염,ok,정답(대표),exact,True,True,,
term,P073,endoscopic revision dacryocystorhinostomy,내시경 이용 눈물주머니코안 연결 교정,내시경 이용 눈물주머니코안 연결 교정,ok,정답(대표),exact,True,True,,
term,P073,school childhood,학령기,학령기,ok,정답(대표),exact,True,True,,
term,P073,mysophilia,불결기호증,불결기호증,ok,정답(대표),exact,True,True,,
term,P074,absence of muscle,근육의 결여,근육의 결여,ok,정답(대표),exact,True,True,,
term,P074,dry weight,투석목표체중,투석목표체중,ok,정답(대표),exact,True,True,,
term,P074,bidiscoidal placenta,두원반태반,두원반태반,ok,정답(대표),exact,True,True,,
term,P075,cryptococcal meningocerebritis,크립토콕쿠스수막대뇌염,크립토콕쿠스수막대뇌염,ok,정답(대표),exact,True,True,,
term,P075,keratopathy,각막병(증),각막병,ok,정답(대표),variant,True,True,,
term,P075,blood fluke,주혈흡충,주혈흡충,ok,정답(대표),exact,True,True,,
term,P076,protein-losing enteropathy,단백질소실장병(증),단백질소실장병(증),ok,정답(대표),exact,True,True,,
term,P076,paraduodenal fold,샘창자옆주름,샘창자옆주름,ok,정답(대표),exact,True,True,,
term,P076,orthognathic surgery,악교정수술,악교정수술,ok,정답(대표),exact,True,True,,
term,P077,hippocampal sclerosis,해마경화(증),해마경화(증),ok,정답(대표),exact,True,True,,
term,P077,urarthritis,통풍관절염,통풍관절염,ok,정답(대표),exact,True,True,,
term,P077,inertia,무기력,무기력,ok,정답(대표),exact,True,True,,
term,P078,hapgok,합곡(合谷),합곡,ok,정답(대표),variant,True,True,,
term,P078,negative pressure,음압,음압,ok,정답(대표),exact,True,True,,
term,P078,anisometropic amblyopia,굴절부등약시,굴절부등약시,ok,정답(대표),exact,True,True,,
term,P079,genuine diabetes,진성당뇨병,진성당뇨병,ok,정답(대표),exact,True,True,,
term,P079,epiplocele,대망탈장,대망탈장,ok,정답(대표),exact,True,True,,
term,P079,multicystic renal dysplasia,다낭성 신장의 형성이상,다낭성 신장의 형성이상,ok,정답(대표),exact,True,True,,
term,P080,neurocanal,신경관,신경관,ok,정답(대표),exact,True,True,,
term,P080,superexcitation,과도흥분,과도흥분,ok,정답(대표),exact,True,True,,
term,P080,exteroceptive stimulus,외수용자극,외수용자극,ok,정답(대표),exact,True,True,,
term,P081,topalgia,국소통증,국소통증,ok,정답(대표),exact,True,True,,
term,P081,transfusion tests,수혈혈액검사,수혈혈액검사,ok,정답(대표),exact,True,True,,
term,P081,plantar flexion,발바닥쪽 굽힘,발바닥쪽 굽힘,ok,정답(대표),exact,True,True,,
term,P082,rotalix tube,회전양극관,회전양귑관,ok,오답,-,False,False,,
term,P082,reciprocal shaker,왕복진탕기,왕복진탕기,ok,정답(대표),exact,True,True,,
term,P083,proctoscope,직장경,직장경,ok,정답(대표),exact,True,True,,
term,P083,hammerhead ribozyme,망치머리형리보자임,망치머리형리보자임,ok,정답(대표),exact,True,True,,
term,P083,hemodynamometry,혈압측정(법),혈압측정 (법),ok_nospace,정답(대표),variant,True,True,,
term,P084,breast stereotactic biopsy,유방 입체정위 생검술,유방 입체정위 생검술,ok,정답(대표),exact,True,True,,
term,P084,normetanephrine,노르메타네프린,노르메타네프린,ok,정답(대표),exact,True,True,,
term,P085,oncotaxonomy,종양분류법,종양분류법,ok,정답(대표),exact,True,True,,
term,P085,capillaria hepatica,간모세선충,간모세선충,ok,정답(대표),exact,True,True,,
term,P085,colpomyomectomy,질식근종절제(술),질식근종절제 (술),ok_nospace,정답(대표),variant,True,True,,
term,P086,dental granuloma,뿌리끝육아종,뿌리끝육아종,ok,정답(대표),exact,True,True,,
term,P086,supporting spiritual rituals,영적의식 지지하기,영적의식 지지하기,ok,정답(대표),exact,True,True,,
term,P086,high quality-hcv ab,정밀면역검사-C형간염항체,정밀면임검사-C 형간염항체,ok_nospace,오답,-,False,False,,
term,P087,glaucomatous cataract,녹내장성백내장,녹내장성백내장,ok,정답(대표),exact,True,True,,
term,P087,deshielded proton,미차폐양성자,미차폐양성자,ok,정답(대표),exact,True,True,,
term,P087,cheilosis,구순증,구순증,ok,정답(대표),exact,True,True,,
term,P088,bilateral palatine tonsils,양측 목구멍 편도,양측 목구멍 편도,ok,정답(대표),exact,True,True,,
term,P088,clean bench,무균실험대,무균실험대,ok,정답(대표),exact,True,True,,
term,P089,neuropsychiatry,신경정신과학,신경정신과학,ok,정답(대표),exact,True,True,,
term,P089,water bath,욕조,따뜻한 욕조,ok,정답(대표),partial,True,True,,
term,P089,sao paulo fever,상파울로열,상파울로열,ok,정답(대표),exact,True,True,,
term,P090,involuntary,불수의-,불수의,ok,정답(대표),variant,True,False,,
term,P090,insular sclerosis,섬경화증,섬경화증,ok,정답(대표),exact,True,True,,
term,P090,allergenic serum,알레르기혈청,알레르기혈청,ok,정답(대표),exact,True,True,,
term,P091,basal seat,의치지지조직,의치지지조직,ok,정답(대표),exact,True,True,,
term,P091,case-mix,질병구성,질병구성,ok,정답(대표),exact,True,True,,
term,P091,third ventricle structure,제3뇌구조,제 3 뇌구조,ok_nospace,정답(대표),variant,True,True,,
term,P092,gastroenteritis paratyphosa,파라티푸스위창자염,파라티푸스위창자염,ok,정답(대표),exact,True,True,,
term,P092,auriculotemporal nerve,귓바퀴관자신경,귓바퀴관자신경,ok,정답(대표),exact,True,True,,
term,P092,bacteriostasis,정균작용,정균작용,ok,정답(대표),exact,True,True,,
term,P093,altered uterine contractions,자궁수축 변화,자궁수축 변화,ok,정답(대표),exact,True,True,,
term,P093,surgical staging,외과적시기결정,외과적시기결정,ok,정답(대표),exact,True,True,,
term,P093,upper extremity,위팔,위팔,ok,정답(대표),exact,True,True,,
term,P094,diabetic coma,당뇨 혼수,당뇨 혼수,ok,정답(대표),exact,True,True,,
term,P094,suprameatal foveola,바깥귀길위오목,바깥귀길위오목,ok,정답(대표),exact,True,True,,
term,P094,laryngotracheal stenosis,후두기관협착(증),후두기관협착증,ok,정답(대표),partial,True,False,,
term,P095,psgn,연쇄구균감염후 사구체신염,psgn,ok,오답,-,False,True,,
term,P095,kub left lateral,"콩팥요관방광촬영, 왼쪽측방향","콩팥요관방광촬영, 왼쪽측방향",ok,정답(대표),exact,True,True,,
term,P095,interferential action,간섭작용,간섭작용,ok,정답(대표),exact,True,True,,
term,P096,entire trapezius muscle,온등세모근,온등세모근 전체,ok,정답(대표),partial,True,True,,
term,P096,implosion,홍수(노출)요법,붕괴,ok,오답,-,False,True,,
term,P096,epidermolysis bullosa dystrophica,디스트로피성 수포성 표피박리증,디스트로피성 수포성 표피박리증,ok,정답(대표),exact,True,True,,
term,P097,cardioplegic,심장마비-,심장마비,ok,정답(대표),variant,True,True,,
term,P097,rash purpuric,자색반 발진,자색반 발진,ok,정답(대표),exact,True,True,,
term,P097,sideroblastic anaemia,철적혈모구빈혈,철적혈모구빈혈,ok,정답(대표),exact,True,True,,
term,P098,heredoinfection,유전감염,유전감염,ok,정답(대표),exact,True,True,,
term,P098,airborne infection,공기매개감염,공기매개감염,ok,정답(대표),exact,True,True,,
term,P099,hyeopbaek,협백(俠白),협백,ok,정답(대표),variant,True,True,,
term,P099,endocrinologist,내분비전문의,내분비전문의,ok,정답(대표),exact,True,True,,
term,P099,sirenomelia syndrome,인어다리 증후군,인어다리 증후군,ok,정답(대표),exact,True,True,,
random,P001,hammerhead ribozyme,망치머리형리보자임,,none,미검출,-,False,False,알레르기혈청,True
random,P001,case-mix,질병구성,,none,미검출,-,False,True,인두편도 생검,True
random,P001,psgn,연쇄구균감염후 사구체신염,,none,미검출,-,False,False,유전감염,True
random,P002,cheilosis,구순증,,none,미검출,-,False,False,후두기관협착(증),True
random,P002,hippocampal sclerosis,해마경화(증),,none,미검출,-,False,False,위팔,True
random,P002,surgical staging,외과적시기결정,대망탈장,ok,오답,-,False,False,대망탈장,True
random,P003,bidiscoidal placenta,두원반태반,,none,미검출,-,False,False,수혈혈액검사,True
random,P003,reciprocal shaker,왕복진탕기,왕복진탕기,ok,정답(대표),exact,True,True,협백(俠白),False
random,P003,high quality-hcv ab,정밀면역검사-C형간염항체,,none,미검출,-,False,False,내시경 이용 눈물주머니코안 연결 교정,False
random,P004,orthognathic surgery,악교정수술,,none,미검출,-,False,False,볼기염,True
random,P004,meckel's diverticulectomy,멕켈 게실절제술,감입발톱,ok,오답,-,False,False,감입발톱,True
random,P004,kub left lateral,"콩팥요관방광촬영, 왼쪽측방향",구순증 측면,ok,오답,-,False,False,구순증,True
random,P005,bacteriostasis,정균작용,,none,미검출,-,False,False,폐의 무발생,True
random,P005,gastroenteritis paratyphosa,파라티푸스위창자염,,none,미검출,-,False,False,자궁수축 변화,True
random,P005,clean bench,무균실험대,자궁수축 변화,ok,오답,-,False,False,자궁수축 변화,True
random,P006,mysophilia,불결기호증,,none,미검출,-,False,False,미차폐양성자,True
random,P006,bilateral palatine tonsils,양측 목구멍 편도,주혈흡충,ok,오답,-,False,False,주혈흡충,True
random,P006,cryptococcal meningocerebritis,크립토콕쿠스수막대뇌염,,none,미검출,-,False,True,뿌리끝육아종,True
random,P007,sao paulo fever,상파울로열,,none,미검출,-,False,False,의치지지조직,True
random,P007,meningoencephalocele,수막뇌류,,none,미검출,-,False,False,다낭성 신장의 형성이상,True
random,P007,involuntary,불수의-,불수의-,ok,정답(대표),exact,True,True,무균실험대,True
random,P008,third ventricle structure,제3뇌구조,,none,미검출,-,False,False,융합꼭지돌기염,True
random,P008,suprameatal foveola,바깥귀길위오목,,none,미검출,-,False,False,무균실험대,True
random,P008,auriculotemporal nerve,귓바퀴관자신경,,none,미검출,-,False,False,각막병(증),True
random,P009,colpomyomectomy,질식근종절제(술),,none,미검출,-,False,False,회전양극관,True
random,P009,hapgok,합곡(合谷),합곡,ok,정답(대표),variant,True,True,근육의 결여,True
random,P009,altered uterine contractions,자궁수축 변화,,none,미검출,-,False,False,당뇨 혼수,True
random,P010,sirenomelia syndrome,인어다리 증후군,,none,미검출,-,False,False,심장마비-,True
random,P010,upper extremity,위팔,위팔,ok,정답(대표),exact,True,True,직장경,True
random,P010,proctoscope,직장경,직장경,ok,정답(대표),exact,True,True,융합꼭지돌기염,True
random,P011,heredoinfection,유전감염,,none,미검출,-,False,True,온등세모근,True
