mode,para_id,en,rep,span,span_why,aligned_grade,aligned_level,aligned_hit,contains_hit,decoy,followed_decoy
none,P170,deceleration,감속,급감속,ok,정답(대표),partial,True,True,,
none,P170,autonomic bladder,자율방광,자율방광,ok,정답(대표),exact,True,True,,
none,P171,perseveration,고집증,지속증,ok,오답,-,False,False,,
none,P171,leukotaxis,백혈구쏠림성,백혈구 주화,ok,오답,-,False,False,,
none,P171,idiotype-anti-idiotype network,개별특이형항체조절망,이디오타입-항이디오타입 네트워크,ok,오답,-,False,False,,
none,P172,bovine granulomatous mastitis,소육아종 유방염,소아 육아종성 유선염,ok,오답,-,False,False,,
none,P172,gallium scan,갈리움 스캔,갈륨 스캔,ok,오답,-,False,False,,
none,P172,cecocentral scotoma,주시점맹점암점,중심맹점성 암점,ok,오답,-,False,False,,
none,P173,semiadjustable articulator,반적응교합기,반조절성 교합기,ok,오답,-,False,False,,
none,P173,assess pulmonary care,호흡기계간호 사정,폐 관리 평가를 진행하였다,ok,오답,-,False,False,,
none,P173,punctal ectropion,눈물점겉말림,누점 외반,ok,정답(동의어),variant,True,True,,
none,P174,alcohol swab,알코올솜,알코올 솜,ok,정답(대표),variant,True,True,,
none,P174,chondrogen,연골원,연골 생성,ok,오답,-,False,False,,
none,P174,periostitis,뼈막염,골막염,ok,정답(동의어),exact,True,True,,
none,P175,primary amnion,원시양막,1 차 양막,ok_nospace,오답,-,False,False,,
none,P175,naegleria fowleri,파울러자유아메바,나이글레리아 파울레리,ok,오답,-,False,False,,
none,P175,psychosocial development,정신사회발달,심리사회적 발달,ok,오답,-,False,False,,
none,P176,breathing bag reservoir,호흡주머니,호흡백 저장소,ok,오답,-,False,False,,
none,P176,hodgkin disease,호지킨병,호지킨병,ok,정답(대표),exact,True,True,,
none,P176,rheumatoid vasculitis,류마티스혈관염,류마티스 혈관염,ok,정답(대표),variant,True,True,,
none,P177,fundus photography,안저사진,안저 사진 촬영,ok,정답(대표),partial,True,True,,
none,P177,suprameatal foveola,바깥귀길위오목,상이와와,ok,오답,-,False,False,,
none,P177,upper extremity,위팔,상지,ok,정답(동의어),exact,True,True,,
none,P178,classic abdominoplasty,전형적 복부성형술,고전적 복부성형술,ok,오답,-,False,False,,
none,P178,intrahepatic,간내-,간내,ok,정답(대표),variant,True,False,,
none,P178,immunodiagnostic method,면역진단법,면역진단법,ok,정답(대표),exact,True,True,,
none,P179,radiodigital,노손가락-,방사선 디지털,ok,오답,-,False,False,,
none,P179,meckel's diverticulectomy,멕켈 게실절제술,메켈 게실절제술,ok,오답,-,False,False,,
none,P179,stage of life,생명단계,생의 어떤 단계,ok,오답,-,False,False,,
none,P180,peritomy,윤부결막절개(술),광범위 절개,ok,오답,-,False,False,,
none,P180,induced malaria,접종말라리아,유발 말라리아,ok,오답,-,False,False,,
none,P180,sacrococcygeal,엉치꼬리-,천미골,ok,정답(동의어),partial,True,False,,
none,P181,standardized rate ratio,표준화비율비,표준화된 비율비,ok,오답,-,False,False,,
none,P181,conjoined,연합-,유합된,ok,오답,-,False,False,,
none,P182,taenia solium,유구조충,돼지촌충,ok,오답,-,False,False,,
none,P182,polymerism,분절과다증,중합체 현상,ok,오답,-,False,False,,
none,P182,pachyonychia congenita,선천손발톱비대증,선천성 조갑비후증,ok,오답,-,False,False,,
none,P183,intermenstruum,월경간기,월경 간기,ok,정답(대표),variant,True,True,,
none,P183,petrooccipital fissure,바위뒤통수틈새,측두후두골 균열,ok,오답,-,False,False,,
none,P183,vibriocide,비브리오살균제,비브리오균 제거제,ok,오답,-,False,False,,
none,P184,triketohydrindene hydrate test,닌히드린검사,트리케토히드린덴 수화물 검사,ok,오답,-,False,False,,
none,P184,videolaseroscopy,비디오레이저검사,비디오 레이저 내시경 검사,ok,오답,-,False,False,,
none,P184,tetrastichiasis,네줄속눈썹(증),사중모증,ok,오답,-,False,False,,
none,P185,retrouterine hematocele,자궁뒤혈액낭종,자궁후방 혈종,ok,오답,-,False,False,,
none,P185,enteral tube irrigation,위장관세척,장관내 튜브 세척,ok,오답,-,False,False,,
none,P185,pit carries,오목부분 우식,소와 우식증,ok,오답,-,False,False,,
none,P186,hereditary mutilating keratoma,유전절단각화종,유전성 변형 각화증,ok,오답,-,False,False,,
none,P186,lochioschesis,산후질분비물정체,악로 정체,ok,오답,-,False,False,,
none,P186,blood fluke,주혈흡충,혈흡충란,ok,오답,-,False,False,,
none,P187,uterine inversion,자궁뒤집힘,자궁 내번증,ok,정답(동의어),variant,True,True,,
none,P187,suture thread,봉합사,봉합사,ok,정답(대표),exact,True,True,,
none,P187,schistasis,갈림증,열개,ok,오답,-,False,False,,
none,P188,moniliform nucleus,염주핵,염주 모양 핵,ok,오답,-,False,False,,
none,P188,saphenous neuropathy,복재신경병증,음신경병증,ok,오답,-,False,False,,
none,P188,morbidity aspects,질병 양상,이환율(morbidity) 측면,ok,오답,-,False,False,,
none,P189,deltoid flap,어깨세모근피판,델토이드 피판,ok,오답,-,False,False,,
none,P189,cogan's disease,코오간병,코간병,ok,오답,-,False,False,,
none,P189,paraganglion,곁신경절,신경절,ok,오답,-,False,False,,
none,P190,nonvascularized bone graft,비혈관뼈이식,비혈관화 골 이식,ok,오답,-,False,False,,
none,P190,macrostomia cribrosa,체반,다공성 거구증,ok,오답,-,False,False,,
none,P190,myotonia,근긴장증,근강직,ok,오답,-,False,False,,
none,P191,frolement,미세마찰음,마찰음,ok,오답,-,False,False,,
none,P191,ineffective protection,비효율적 방어능력,비효과적 보호,ok,오답,-,False,False,,
none,P191,eye swelling,안구 부기,눈 부종,ok,오답,-,False,False,,
none,P192,needle electromyography,바늘근전도검사(법),근전도 검사,ok,오답,-,False,False,,
none,P192,functional enuresis,기능성 유뇨증,기능성 야뇨증,ok,오답,-,False,False,,
none,P192,muscle flap,근(육)판,근육 피판,ok,오답,-,False,False,,
none,P193,clasp repair,클라스프 수리,클래스프 교정술,ok,오답,-,False,False,,
none,P193,ventricular asynergy,심실협동불능(증),심실 비수축,ok,오답,-,False,False,,
none,P193,jisil,지실(志室),지실,ok,정답(대표),variant,True,False,,
none,P194,depigmenting cream,탈색크림,탈색 크림,ok,정답(대표),variant,True,True,,
none,P194,neck righting reflex,목바로잡기반사,경부 교정 반사,ok,오답,-,False,False,,
none,P194,dyslipoproteinemia,이상지질단백혈증,이상지질단백혈증,ok,정답(대표),exact,True,True,,
none,P195,conglutinogen activating factor,교착원활성인자,콩글루티노겐 활성화 인자,ok,오답,-,False,False,,
none,P195,lambliasis,람블편모충증,람블리아증,ok,오답,-,False,False,,
none,P195,conn adenoma,콘 샘종,콘 선종,ok,오답,-,False,False,,
none,P196,inspirator,흡입기,흡입기,ok,정답(대표),exact,True,True,,
none,P196,suggillation,광범피부밑출혈,피하출혈,ok,오답,-,False,False,,
none,P196,hippocampal sclerosis,해마경화(증),해마 경화증,ok,정답(대표),partial,True,False,,
none,P197,ear probe,귀꽂이,이내 프로브,ok,오답,-,False,False,,
none,P197,osteochondroma,뼈연골종,골연골종,ok,정답(동의어),exact,True,True,,
none,P197,clean bench,무균실험대,클린 벤치,ok,오답,-,False,False,,
none,P198,speech loss,언어 손실,언어 상실,ok,오답,-,False,False,,
none,P198,hemocytometry,혈구계수(법),혈구 계수,ok,정답(대표),variant,True,False,,
none,P198,congenital leukonychia,선천 손발톱백반,선천성 백색조갑증,ok,오답,-,False,False,,
none,P199,hemoclastic reaction,혈구파괴반응,혈구용해 반응,ok,오답,-,False,False,,
none,P199,perform infection control,감염통제 수행,감염 관리 조치를 시행,ok,오답,-,False,False,,
none,P199,endothelial adhesion molecule,내피부착분자,내피 부착 분자,ok,정답(대표),variant,True,True,,
none,P200,chloropsia,녹색시,녹시증,ok,오답,-,False,False,,
none,P200,homogeneous,균일,동질적으로,ok,정답(동의어),partial,True,True,,
none,P200,extrachromosomal inheritance,염색체외유전,염색체 외 유전,ok,정답(대표),variant,True,True,,
none,P201,coproporphyrinuria,코프로포르피린뇨,코프로포르피린뇨,ok,정답(대표),exact,True,True,,
none,P201,retroactive inhibition,역행기억억제,역행성 간섭,ok,오답,-,False,False,,
none,P201,dyspnea disorder,천증,호흡곤란 장애,ok,정답(동의어),partial,True,True,,
none,P202,premenopause,폐경전,폐경 전,ok,정답(대표),variant,True,True,,
none,P202,thymus,가슴샘,흉선,ok,정답(동의어),exact,True,True,,
none,P202,microincision,미세절개,미세 절개,ok,정답(대표),variant,True,True,,
none,P203,neurodeatrophia,망막위축,신경위축,ok,오답,-,False,False,,
none,P203,fasciola hepatica,간질,간흡충,ok,오답,-,False,False,,
none,P203,cystica ureteritis,낭성 요관염,요관낭종,ok,오답,-,False,False,,
none,P204,dying process deteriorated,임종과정 악화됨,임종 과정이 급격히 진행되었습니다,ok,오답,-,False,False,,
none,P204,puboprostatic,두덩전립샘-,치골전립샘,ok,오답,-,False,False,,
none,P204,bilharzial dysentery,방광주혈흡충이질,비대혈리(주혈흡충성 이질),ok,오답,-,False,False,,
none,P205,orofaciodigital syndrome,구안지 증후군,구강안면지증후군,ok,오답,-,False,False,,
none,P205,laparoscopic unilateral salpingo-oophorectomy,배안보개 이용 한쪽 자궁관난소 적출,복강경 편측 난관-난소절제술,ok,오답,-,False,False,,
none,P205,apneusis,지속들숨,무호흡증,ok,오답,-,False,False,,
none,P206,citrate,구연산,구연산,ok,정답(대표),exact,True,True,,
none,P206,trichroism,삼색상,삼색성,ok,오답,-,False,False,,
none,P206,antigenic reversion,항원복귀,항원 역전,ok,오답,-,False,False,,
none,P207,annular nucleus,고리핵,섬유륜 핵,ok,오답,-,False,False,,
none,P207,entire trapezius muscle,온등세모근,전체 승모근,ok,오답,-,False,False,,
none,P207,cervico-occipital neuralgia,목 뒤통수 신경통,경추-후두부 신경통,ok,오답,-,False,False,,
none,P208,bougienage of esophagus,식도 부우지법,식도 부지에지,ok,오답,-,False,False,,
none,P208,diabetic coma,당뇨 혼수,당뇨병성 혼수,ok,오답,-,False,False,,
none,P208,atlas-axis spinal fusion,고리뼈-중쇠뼈 척추 유합,환축추 척추 유합술,ok,오답,-,False,False,,
none,P209,postpartum afibrinogenemia,분만후 무피브리노젠혈증,산후 무피브리노겐혈증,ok,오답,-,False,False,,
none,P209,lamblial dysentery,람블편모충이질,람블성 이질,ok,오답,-,False,False,,
none,P209,technetium uptake test,Tc섭취율,테크네튬 섭취 검사,ok,오답,-,False,False,,
none,P210,tubular maximum,요세관최대값,세관 최대치,ok,오답,-,False,False,,
none,P210,apraxia of speech,언어의 실행증,말장애,ok,오답,-,False,False,,
none,P210,ovarian cystectomy,난소 낭종 적출술,난소낭종적출술,ok,정답(대표),variant,True,True,,
none,P211,tumor-specific antigen,종양특이항원,종양 특이 항원,ok,정답(대표),variant,True,True,,
none,P211,autonomic insufficiency,자율신경부전,자율신경계 기능 부전,ok,오답,-,False,False,,
none,P211,vulvovaginal,음문질-,외음질,ok,정답(동의어),variant,True,False,,
none,P212,acrotrophodynia,말단영양통증,말단부 동통,ok,오답,-,False,False,,
none,P212,interfascicular graft,다발사이이식,신경다발간 이식편,ok,오답,-,False,False,,
none,P212,acentric occlusion,비중심교합,편심성 교합,ok,오답,-,False,False,,
none,P213,von hippel-lindau disease,폰히펠-린다우병,폰히펠린다우병,ok,오답,-,False,False,,
none,P213,chemohormonal,화학호르몬-,화학호르몬,ok,정답(대표),variant,True,False,,
none,P213,radiodermatitis,방사선피부염,방사선피부염,ok,정답(대표),exact,True,True,,
none,P214,lipomelanotic reticulosis,지방흑색증성 세망증,지흑색망상증,ok,오답,-,False,False,,
none,P214,parovarian cystoma,난소위체낭,난관旁 낭종,ok,오답,-,False,False,,
none,P214,suprapubic prostatectomy,두덩뼈 위쪽 경유 전립샘 절제,치골상 전립선절제술,ok,오답,-,False,False,,
none,P215,corynebacterium pseudotuberculosis,거짓결핵균,코리네박테리움 슈도투베르쿨로시스,ok,오답,-,False,False,,
none,P215,laparoscopic appendectomy,배안보개 이용 막창자꼬리 절제,복강경 충수절제술,ok,오답,-,False,False,,
none,P215,spleen qi deficiency,비기허,비기허,ok,정답(대표),exact,True,True,,
none,P216,hepatogram,간실질상,간 기능 검사,ok,오답,-,False,False,,
none,P216,maxillomandibular disharmony,위아래턱부조화,상하악 부조화,ok,정답(동의어),variant,True,True,,
none,P216,radiostrontium,방사성스트론튬,방사성 스트론튬,ok,정답(대표),variant,True,True,,
none,P217,amputation of cervix,자궁목 절단,자궁경부 절제술,ok,정답(동의어),partial,True,False,,
none,P217,hydrometra,물자궁증,자궁수종,ok,오답,-,False,False,,
none,P217,calcification of bursa,윤활낭(의) 석회화,,not_substring,미검출,-,False,False,,
none,P218,arachnoid cyst,거미막하 낭종,거미막 낭종,ok,정답(동의어),exact,True,True,,
none,P218,cold sore,입술헤르페스,구혜포,ok,오답,-,False,False,,
none,P218,coxalgic pelvis,엉덩관절병골반,동통성 골반,ok,오답,-,False,False,,
none,P219,resecting fracture,깍임골절,골절 골편을 절제하는,ok,오답,-,False,False,,
none,P219,enterotoxin,창자독소,장독소,ok,정답(동의어),exact,True,True,,
none,P219,hypotonus,근육긴장저하,근긴장도 저하,ok,오답,-,False,False,,
none,P220,fourth heart sound,제4심(장)음,제4심음,ok,정답(대표),variant,True,False,,
none,P220,milieu therapy,환경 치료요법,환경 치료,ok,오답,-,False,False,,
none,P220,haematosalpinx,혈난관,혈종난관,ok,오답,-,False,False,,
none,P221,revaccination,재접종,재접종,ok,정답(대표),exact,True,True,,
none,P221,impaired eating behaviour,손상된 식습관 행위,식행동 장애,ok,오답,-,False,False,,
none,P221,presbyophrenia,노년치매,노인성 치매,ok,오답,-,False,False,,
none,P222,spireme,분산사구,스파이레임,ok,오답,-,False,False,,
none,P222,polychromatophilic erythrocyte,다염적혈구,다염성 적혈구,ok,오답,-,False,False,,
none,P222,running nose,코감기,콧물,ok,오답,-,False,False,,
none,P223,excitometabolic,대사촉진-,흥분대사,ok,오답,-,False,False,,
none,P223,qrs widened,큐알에스(QRS) 넓힘,,not_substring,미검출,-,False,False,,
none,P223,neuraxis,신경축,신경축,ok,정답(대표),exact,True,True,,
none,P224,direct coombs test,직접쿰즈검사,직접 쿰스 검사,ok,오답,-,False,False,,
none,P224,fenestrated capillary,창문모세혈관,창문형 모세혈관,ok,오답,-,False,False,,
none,P224,physics depth sensitivity,물리적깊이민감도,물리적 심도 감도,ok,오답,-,False,False,,
none,P225,pseudomonas aeruginosa,녹농균,녹농균(Pseudomonas aeruginosa),ok,정답(대표),variant,True,True,,
none,P225,altered uterine contractions,자궁수축 변화,자궁 수축의 변화,ok,오답,-,False,False,,
none,P225,assess circulatory care,순환계간호 사정,순환 관리를 세밀하게 평가,ok,오답,-,False,False,,
none,P226,grafting,이식,이식,ok,정답(대표),exact,True,True,,
none,P226,mediastinotomy,세로칸절개(술),종격동 절개술,ok,오답,-,False,False,,
none,P226,hill-sachs lesion,힐-샥스 병터,힐삭스 병변,ok,오답,-,False,False,,
none,P227,bilateral palatine tonsils,양측 목구멍 편도,양측 구개편도,ok,오답,-,False,False,,
none,P227,manage immobilizer care,부동간호 관리,고정 장치 관리,ok,오답,-,False,False,,
none,P227,head wind,두풍 ; 뇌풍,맞바람,ok,오답,-,False,False,,
none,P228,preexcitation ecg,조기흥분,심실예흥분 심전도,ok,오답,-,False,False,,
none,P228,pneumonia in ornithosis,비둘기병에서의 폐렴,앵무병 폐렴,ok,오답,-,False,False,,
none,P228,hydrocyst,물낭,수낭종,ok,정답(동의어),partial,True,True,,
none,P229,triple test,삼중검사,삼중 검사,ok,정답(대표),variant,True,True,,
none,P229,heteropolysaccharide,이종다당류,헤테로다당류,ok,오답,-,False,False,,
none,P229,labilizer,불안정제,안정화제,ok,오답,-,False,False,,
none,P230,breath holding spell,숨참기발작,본 기절,ok,오답,-,False,False,,
none,P230,diverticulitis oesophageal,식도 곁주머니염,식도 게실염,ok,오답,-,False,False,,
none,P230,neurostearic acid,신경지방산,신경스테아르산,ok,오답,-,False,False,,
none,P231,bryant's traction,브리언트 당김,브라이언트 견인,ok,오답,-,False,False,,
none,P232,cystathionine,시스타티오닌,시스타티오닌,ok,정답(대표),exact,True,True,,
none,P232,medical care division,의료급여구분,진료 부서,ok,오답,-,False,False,,
none,P232,medical genetics,의학유전학,의료유전학,ok,오답,-,False,False,,
none,P233,puerperium,산후기,산욕기,ok,오답,-,False,True,,
none,P233,evacuation of empyema,축농 제거,농흉 배액,ok,오답,-,False,False,,
none,P233,simple dressing,단순 처치,단순 드레싱,ok,오답,-,False,False,,
none,P234,heteromorphism,이형,이형성,ok,정답(대표),partial,True,True,,
none,P234,atriocarotid interval,심방목동맥간격,심방경동맥 간격,ok,오답,-,False,False,,
none,P234,muscular dystrophy carrier,근퇴행위축 보균자,근이영양증 보인자,ok,오답,-,False,False,,
none,P235,dry arthritis,건성관절염,건성 관절염,ok,정답(대표),variant,True,True,,
none,P235,foville syndrome,포비유 증후군,포빌 증후군,ok,오답,-,False,False,,
none,P235,chromophilic cell,호색소세포,호염기성 세포,ok,오답,-,False,False,,
none,P236,mediterranean tick fever,지중해진드기열,지중해 진드기열,ok,정답(대표),variant,True,True,,
none,P236,pseudoptosis,거짓눈꺼풀처짐,가성안검하수,ok,정답(동의어),exact,True,True,,
none,P236,flax-dresser disease,아마포착용자병,아마 모질병,ok,오답,-,False,False,,
none,P237,personal identity disturbance,자아정체성장애,자아정체성 장애,ok,정답(대표),variant,True,True,,
none,P237,glucuronic acid,글루쿠론산,글루쿠론산,ok,정답(대표),exact,True,True,,
none,P237,glycophorin,글리코포린,글리코포린,ok,정답(대표),exact,True,True,,
none,P238,pilar cyst,모낭,모낭종,ok,정답(대표),partial,True,True,,
none,P238,revision septoplasty,교정 사이막성형술,교정 비중격성형술,ok,오답,-,False,False,,
none,P238,late post-traumatic seizures,외상후 지연 발작,후기 외상후 발작,ok,오답,-,False,False,,
none,P239,total albinism,온백색증,전신 백반증,ok,오답,-,False,False,,
none,P239,prescription group,처방묶음,처방 그룹,ok,오답,-,False,False,,
none,P239,antroscope,위턱굴보개,내시경,ok,오답,-,False,False,,
none,P240,linear craniectomy,선상 머리뼈 절제,선형 두개골 절제술,ok,오답,-,False,False,,
none,P240,myelodysplastic syndromes,골수형성이상증후군,골수이형성증후군,ok,오답,-,False,False,,
none,P240,first responder,일차반응자,최초 대응자,ok,오답,-,False,False,,
none,P241,peritoneal cavity,배막안,복막강,ok,오답,-,False,False,,
none,P241,ileocolic artery,돌잘룩창자동맥,회결장 동맥,ok,오답,-,False,False,,
none,P241,cryptococcal meningocerebritis,크립토콕쿠스수막대뇌염,크립토코커스 뇌막뇌염,ok,오답,-,False,False,,
none,P242,hearing impairment,청각 부전,청력 장애,ok,오답,-,False,False,,
none,P242,hysterocystocleisis,자궁방광꿰맴(술),자궁방광탈장폐쇄,ok,오답,-,False,False,,
none,P242,muscular artery,근육형동맥,근육 동맥,ok,오답,-,False,False,,
none,P243,splenectomy,비장절제,비장적출술,ok,오답,-,False,False,,
none,P243,tibia vara,내반경골,경골내반증,ok,오답,-,False,False,,
none,P243,platelet,혈소판,혈소판,ok,정답(대표),exact,True,True,,
none,P244,allergenic serum,알레르기혈청,알레르겐 혈청,ok,오답,-,False,False,,
none,P244,hyperthyroxinemia,고티록신혈증,고티록신혈증,ok,정답(대표),exact,True,True,,
none,P244,grain itch,곡물 소양증,곡진증,ok,오답,-,False,False,,
none,P245,lymphopoiesis,림프구형성,림프구 생성,ok,오답,-,False,False,,
none,P245,melanoacanthoma,멜라닌가시세포종,멜라노아칸토마,ok,오답,-,False,False,,
none,P245,anterior resection,앞방향절제(술),전방 절제술,ok,오답,-,False,False,,
none,P246,oculovagal reflex,눈미주신경반사,안구미주신경반사,ok,오답,-,False,False,,
none,P246,tracheobronchial,기관기관지-,기관지 기관지,ok,오답,-,False,False,,
none,P246,abdominal wall strained,배벽 긴장,복벽이 눈에 띄게 긴장하여,ok,오답,-,False,False,,
none,P247,neurofibromatosis of spine,척수 신경섬유종증,척추 신경섬유종증,ok,오답,-,False,False,,
none,P247,pleurothecal anastomosis,가슴막-척수막 연결,흉추막 문합술,ok,오답,-,False,False,,
none,P247,deshielded proton,미차폐양성자,차폐 제거 양성자,ok,오답,-,False,False,,
none,P248,endocervical hyperplasia,자궁목내막과다형성,자궁경관선 증식증,ok,오답,-,False,False,,
none,P248,vague symptom,분명치않는증상,모호한 증상,ok,오답,-,False,False,,
none,P248,deficient perineum,회음결핍,회음부 결손,ok,오답,-,False,False,,
none,P249,spot retinoscope,점상망막검영기,망막검사기,ok,오답,-,False,False,,
none,P249,biceps femoris muscle,넙다리두갈래근,대퇴이두근,ok,정답(동의어),exact,True,True,,
none,P249,tuning fork,소리굽쇠,진동음차,ok,정답(동의어),partial,True,True,,
none,P250,buryu,부류(復溜),어지럼증,ok,오답,-,False,False,,
none,P250,dilation of rectum,곧창자 확장,직장의 현저한 확장,ok,오답,-,False,False,,
none,P250,tinea manuum,손백선,수부백선,ok,오답,-,False,False,,
none,P251,diastasimetry,녹말효소측정법,이완측정술,ok,오답,-,False,False,,
none,P251,perfluorocarbon,과불화탄소,과불화탄소,ok,정답(대표),exact,True,True,,
none,P251,myelalgia,척수통증,골수통,ok,오답,-,False,False,,
none,P252,third ventricle,셋째뇌실,제3뇌실,ok,정답(동의어),exact,True,True,,
none,P252,cystitomy,수정체낭절개(술),방광절개술,ok,오답,-,False,False,,
none,P252,inappropriate self disclosure,부적절한 자기 노출,부적절하게 개인적인 정보를 공개하는,ok,오답,-,False,False,,
none,P253,erythema migrans,이동성 홍반,홍반성 이동성 발진,ok,오답,-,False,False,,
none,P253,medical indigent,의료급여대상자,의료 혜택을 받기 어려운 경제적 취약계층,ok,오답,-,False,False,,
none,P253,unequal limb length,사지길이부동증,하지 길이 불일치,ok,오답,-,False,False,,
none,P254,primary mover,주작용근,주된 움직임 근육,ok,오답,-,False,False,,
none,P254,motor fiber,운동신경섬유,운동 섬유,ok,정답(동의어),variant,True,True,,
none,P254,tuberculosis of oesophagus,식도의 결핵,식도 결핵,ok,오답,-,False,False,,
none,P255,primitive neuroectodermal tumor,원시신경외배엽종양,원시 신경외배엽 종양,ok,정답(대표),variant,True,True,,
none,P255,endovascular ultrasonography,혈관내 초음파촬영,혈관내 초음파 검사,ok,오답,-,False,False,,
none,P255,failed forceps,집게 사용 실패,생검 겸자 전개에 실패,ok,오답,-,False,False,,
none,P256,ceruminous gland,귀지샘,이선,ok,오답,-,False,True,,
none,P256,synclonus,동조근간대,동클로누스,ok,오답,-,False,False,,
none,P256,lienorenal,지라콩팥-,비장신장,ok,오답,-,False,False,,
none,P257,affectivity,정동성,감정,ok,오답,-,False,False,,
none,P257,ureteropelvic junction,요관깔때기이음부,요관신우 접합부,ok,오답,-,False,False,,
none,P257,gangliectomy,신경절절제(술),신경절 절제술,ok,정답(대표),partial,True,False,,
none,P258,dry socket recurettage,발치와골염 재소파술,건조 치조와 재소파술,ok,오답,-,False,False,,
none,P258,epigastric artery,배벽동맥,하복벽 동맥,ok,정답(동의어),partial,True,True,,
none,P258,transurethral intravesical electrotherapy,요도경유방광속전기요법,경요도 방광내 전기요법,ok,정답(동의어),variant,True,True,,
none,P259,micromanipulation,미세조작(술),미세조작,ok,정답(대표),variant,True,False,,
none,P259,negative pressure,음압,음압,ok,정답(대표),exact,True,True,,
none,P259,puborectalis muscle,두덩곧창자근,치골직장근,ok,정답(동의어),exact,True,True,,
none,P260,costal angle,갈비뼈각,늑골각,ok,정답(동의어),exact,True,True,,
none,P260,abdominal palpable mass,복부 촉지성 종괴,복부 촉진 종괴,ok,오답,-,False,False,,
none,P260,interim abutment,임시 지대주,임시 지대주,ok,정답(대표),exact,True,True,,
none,P261,recession operation,뒤옮김술,후퇴술,ok,오답,-,False,False,,
none,P261,podiatrist,발전문가,발 전문의,ok,정답(대표),variant,True,False,,
none,P261,recurrent thyroid ca,재발성 갑상선암,재발성 갑상선암,ok,정답(대표),exact,True,True,,
none,P262,noonan syndrome,누난 증후군,누난 증후군,ok,정답(대표),exact,True,True,,
none,P262,high-grade lymphoma,심한 림프종,고등급 림프종,ok,정답(동의어),exact,True,True,,
none,P262,hereditary amyloid nephropathy,유전성 아밀로이드 신장병증,유전성 아밀로이드 신병증,ok,오답,-,False,False,,
none,P263,collagen fiber graft,교원 섬유 이식술,콜라겐 섬유 이식편,ok,오답,-,False,False,,
none,P263,ocular prosthesis,의안,안구 보철물,ok,오답,-,False,True,,
none,P263,laryngopharyngitis,후두인두염,후두인두염,ok,정답(대표),exact,True,True,,
none,P264,postoperative nasopharynx cancer,"비인두암, 수술후 상태",수술 후 비인두암,ok,오답,-,False,False,,
none,P264,oath of hippocrates,히포크라테스선서,히포크라이트스 선서,ok,오답,-,False,False,,
none,P264,postprocedural hypothyroidism,처치후 갑상선기능저하증,시술 후 갑상선 기능 저하증,ok,오답,-,False,False,,
none,P265,scintillating hemianopia,섬광반맹,섬광성 반맹,ok,오답,-,False,False,,
none,P265,dislocation of wrist,손목의 탈구,손목 탈구,ok,오답,-,False,False,,
none,P265,aspergillus niger,아스페르길루스니게르,아스퍼질루스 니거,ok,오답,-,False,False,,
none,P266,paraspasm,대칭성연축,척추 옆 근육 경련,ok,오답,-,False,False,,
none,P266,molding,두개몰딩,압흔,ok,오답,-,False,False,,
none,P266,retention of urine,소변정체,요저류,ok,정답(동의어),exact,True,True,,
none,P267,cranial dermal sinus,뇌피부동,두개 피부강동,ok,오답,-,False,False,,
none,P267,retrograde impulse,역방향흥분,역행성 전달,ok,오답,-,False,False,,
none,P267,iodinated,요오드표지-,요오드계,ok,오답,-,False,False,,
none,P268,spinal injuries,척수 손상,척추 손상,ok,오답,-,False,False,,
none,P268,facial nucleus,얼굴신경핵,안면 신경 핵,ok,오답,-,False,False,,
none,P268,alert,명료함,의식이 명료,ok,오답,-,False,False,,
none,P269,dendritic spine,수지상극,수상돌기 가시,ok,오답,-,False,False,,
none,P269,hyperestrinism,여성호르몬과다(증),고에스트로겐혈증,ok,정답(동의어),exact,True,True,,
none,P269,absolute scotoma,절대암점,절대 암점,ok,정답(대표),variant,True,True,,
none,P270,paramyxoviridae infection,파라믹소바이러스 감염,파라믹소바이러스과(paramyxoviridae) 감염,ok,오답,-,False,False,,
none,P270,hb-sc disease,헤모글로빈-SC병,hb-sc 질환,ok,오답,-,False,False,,
none,P270,echo pulse,초음파,심초음파,ok,정답(대표),partial,True,True,,
none,P271,teat,젖꼭지,유두,ok,정답(동의어),exact,True,True,,
none,P271,organic writer's cramp,기질성 서경,기질성 서경련,ok,정답(대표),partial,True,True,,
none,P271,esthiomene,만성 외음궤양,음부상피종,ok,오답,-,False,False,,
none,P272,triaging,중증도 분류,분진,ok,오답,-,False,False,,
none,P272,fistula of gallbladder,담낭의 누공,담낭 누공,ok,오답,-,False,False,,
none,P272,periarthritis of wrist,손목의 관절주위염,수근관절주위염,ok,오답,-,False,False,,
none,P273,inverse-ratio ventilation,역비환기,역비율 인공호흡기,ok,오답,-,False,False,,
none,P273,forehead,전두,이마,ok,오답,-,False,False,,
none,P273,complex echo pattern,복잡메아리,복잡한 심초음파 소견,ok,오답,-,False,False,,
none,P274,blood tinged sputum,혈액흔적가래,혈성 객담,ok,오답,-,False,False,,
none,P274,kakidrosis,땀악취증,각화증(가피드로시스),ok,오답,-,False,False,,
none,P274,hippuric acid,마뇨산,마뇨산(히푸르산),ok,정답(대표),variant,True,True,,
none,P275,ophthalmophacometer,수정체굴절력측정계,안구측정기,ok,오답,-,False,False,,
none,P275,radioimmunoelectrophoresis,방사면역전기이동(법),방사면역전기영동,ok,오답,-,False,False,,
none,P275,sirenomelia syndrome,인어다리 증후군,사이레노멜리아 증후군,ok,오답,-,False,False,,
