arm,en,pred,rep,grade,level,kcd,words,issues,finish
1c,endocervical hyperplasia,경부관 과형성,자궁목내막과다형성,오답,-,,2,[],stop
1c,apicoectomy,근단절제술,치근첨절제(술),오답,-,,1,[],stop
1c,palpating,촉진,촉진하기,오답,-,,1,[],stop
1c,anesthesiologist,마취과 의사,마취과의사,정답(대표),nospace,,1,[],stop
1c,operative cholangiography,수술중담관조영술,수술쓸개관조영(술),오답,-,,2,[],stop
1c,pilomatrixoma,모낭종,털바탕질종,오답,-,D23.9,1,[],stop
1c,foville syndrome,포빌 증후군,포비유 증후군,오답,-,G46.3,2,[],stop
1c,ischial tuberosity structure,좌골결절 구조물,궁둥뼈결절,오답,-,,3,[],stop
1c,frolement,마찰,미세마찰음,오답,-,,1,[],stop
1c,neurodeatrophia,신경위축,망막위축,오답,-,,1,[],stop
1c,cold sore,구순포진,입술헤르페스,오답,-,,2,[],stop
1c,assess breastfeeding support,모유 수유 지원 평가,모유수유지지 사정,오답,-,,3,[],stop
1c,iridocoloboma,홍채결손증,홍채결손,오답,-,,1,[],stop
1c,basal seat,지대치아좌(基底床),의치지지조직,오답,-,,2,['bad_chars'],stop
1c,senile(atrophic) vaginitis,위축성 질염,노년(위축) 질염,오답,-,N95.2,2,[],stop
1c,biopsy of cul-de-sac,후복막강 생검,막힌주머니 생검,오답,-,,3,[],stop
1c,medullary canal,골수강,골수공간,정답(동의어),exact,,2,[],stop
1c,cathemoglobin,카트헤모글로빈,카트헤모글로빈,정답(대표),exact,,1,[],stop
1c,intrahepatic,간내,간내-,오답,-,,1,[],stop
1c,multicystic kidney disease,다낭성 신질환,다낭신장병,오답,-,Q61.4,3,[],stop
1c,wrist joint,손목관절,요골수근관절,오답,-,,2,[],stop
1c,reciprocal shaker,상호 진탕기,왕복진탕기,오답,-,,2,[],stop
1c,apical surgery,근첨 수술,치근단 수술,오답,-,,2,[],stop
1c,erythema migrans,游走性紅斑,이동성 홍반,오답,-,A26.0,2,[],stop
1c,microencephaly,소두증,작은뇌증,오답,-,,1,[],stop
1c,antifibrinolysin,항피브리노리신,항섬유소용해소제,오답,-,,1,[],stop
1c,alpha thalassemia,알파 지중해빈혈,알파 지중해빈혈,정답(대표),exact,D56.0,2,[],stop
1c,nonvascularized bone graft,무혈관성 골이식,비혈관뼈이식,오답,-,,3,[],stop
1c,in situ hybridization,원위치 잡종형성,제자리부합법,오답,-,,3,[],stop
1c,wry neck,사경,기운목,정답(동의어),exact,M43.6,2,[],stop
1c,single outlet heart,단일 유출로 심장,단일유출로심장,정답(대표),nospace,,3,[],stop
1c,lienorenal,비장신장,지라콩팥-,오답,-,,1,[],stop
1c,defervescence,해열,해열,정답(대표),exact,,1,[],stop
1c,cheondol,천돌,천돌(天突),오답,-,,1,[],stop
1c,retrognathism,하악후퇴증,하악후퇴,오답,-,,1,[],stop
1c,antineutrophil cytoplasmic antibody,항호중구세포질항체,항중성구세포질항체,오답,-,,3,[],stop
1c,myelalgia,척수통,척수통증,오답,-,,1,[],stop
1c,rolling disease,구르는병,회전병,오답,-,,2,[],stop
1c,lumbosacral enlargement,요천수 팽대,요천부팽대,오답,-,,2,[],stop
1c,atriocarotid interval,방실동맥간격,심방목동맥간격,오답,-,,2,[],stop
1c,septal angle,중격각,코중격각,오답,-,,2,[],stop
1c,transfusion tests,수혈 검사,수혈혈액검사,오답,-,,2,[],stop
1c,impaired eating behaviour,섭취장애 행동,손상된 식습관 행위,오답,-,,3,[],stop
1c,thyroid notch,갑상연골절흔,방패패임,오답,-,,2,[],stop
1c,presence of mei,장액 존재,인공중이삽입물의 존재,오답,-,Z96.28,3,[],stop
1c,fall risk deteriorated,낙상 위험 악화,낙상 위험성 악화됨,오답,-,,3,[],stop
1c,breast stereotactic biopsy,유방 정위 생검,유방 입체정위 생검술,오답,-,,3,[],stop
1c,refractive accomodative esotropia,굴절성 조절성 내사시,굴절조절 내사시,오답,-,H50.0,3,[],stop
1c,medical indigent,의료보호 대상자,의료급여대상자,오답,-,,2,[],stop
1c,buryu,부류,부류(復溜),오답,-,,1,[],stop
1c,dermatopathic lymphadenopathy,피부병성 림프절증,피부병림프절병(증),오답,-,,2,[],stop
1c,bis in die,하루 2회,1일2회,오답,-,,3,[],stop
1c,allocentric,타자중심적,타인중심-,오답,-,,1,[],stop
1c,internal carotid angiography,내경동맥조영술,두경부동맥조영-내경동맥,오답,-,,3,[],stop
1c,epidermolysis bullosa simplex,단순 포진상 수포증,단순 수포성 표피박리증,오답,-,Q81.0,3,[],stop
1c,ventricular asynergy,심실비동조,심실협동불능(증),오답,-,,2,[],stop
1c,upper extremity,상지,위팔,정답(동의어),exact,,2,[],stop
1c,perianal haematoma,항문혈종,항문주위혈종,오답,-,K64.5,2,[],stop
1c,diastasimetry,이완계측법,녹말효소측정법,오답,-,,1,[],stop
1c,waveform,파형,파형,정답(대표),exact,,1,[],stop
1c,framework try-in,프레임워크 시적합,금속구조물 시적,오답,-,,2,[],stop
1c,cystathionine,시스타티오닌,시스타티오닌,정답(대표),exact,,1,[],stop
1c,major amblyoscope,대동시계,대형 약시경,오답,-,,2,[],stop
1c,radiodermatitis,방사선피부염,방사선피부염,정답(대표),exact,L58,1,[],stop
1c,turbidometric technique,탁도측정법,혼탁도측정기법,오답,-,,2,[],stop
1c,tuning curve,조율 곡선,동조곡선,오답,-,,2,[],stop
1c,benign familial hematuria,가족성 양성 혈뇨,양성 가족성 혈뇨,오답,-,N02.9,3,[],stop
1c,complex echo pattern,복합 에코 양상,복잡메아리,오답,-,,3,[],stop
1c,preleukaemia (syndrome),전백혈병 (증후군),전백혈병(증후군),정답(대표),nospace,D46.9,2,['bad_chars'],stop
1c,prolonged latent phase,잠복기 연장,지연된 잠복기,오답,-,O63.9,3,[],stop
1c,corynebacterium pseudotuberculosis,코리네박테리움 의종결핵균,거짓결핵균,오답,-,,2,[],stop
1c,gonadoadvent,난소부속기,생식기능출현기,오답,-,,1,[],stop
1c,neck righting reflex,목 바로잡기 반사,목바로잡기반사,정답(대표),nospace,,3,[],stop
1c,peritomy,각막절개,윤부결막절개(술),오답,-,,1,[],stop
1c,haematosalpinx,혈난관종,혈난관,오답,-,N83.6,1,[],stop
1c,stomatomy,구강장애,자궁구절개(술),오답,-,,1,[],stop
1c,oncofetal,종양태아성,종양태아-,오답,-,,1,[],stop
1c,removal of restoration,수복물 제거,기존 보철물 제거,오답,-,,3,[],stop
1c,hypothalamic-pituitary-adrenal axis,시상하부-뇌하수체-부신 축,시상하부-뇌하수체-부신축,정답(대표),nospace,,2,[],stop
1c,late post-traumatic seizures,외상 후 지연성 발작,외상후 지연 발작,오답,-,,3,[],stop
1c,acne keloidalis,좌창견반,흉터종여드름,오답,-,,2,[],stop
1c,direct coombs test,직접 쿰스 시험,직접쿰즈검사,오답,-,,3,[],stop
1c,sequestrectomy of skull,두개골 괴사골 절제술,머리뼈 부골 절제,오답,-,,3,[],stop
1c,periodic rhinitis,주기성 비염,주기코염,오답,-,,2,[],stop
1c,vesicorectal fistula,방광직장루,방광직장루,정답(대표),exact,N32.1,2,[],stop
1c,schistasis,균열,갈림증,오답,-,,1,[],stop
1c,oxidizing color,산화염색,산화염료,오답,-,,2,[],stop
1c,microincision,미세절개,미세절개,정답(대표),exact,,1,[],stop
1c,rosacea,주사,주사,정답(대표),exact,L71,1,[],stop
1c,coalescent mastoiditis,유합성 유양돌기염,융합꼭지돌기염,오답,-,H70.8,2,[],stop
1c,intraocular,안내,안구내-,오답,-,,1,[],stop
1c,laceration of back,등 파열,등 열상,오답,-,S21.2,3,[],stop
1c,colpocystocele,질방광류,질방광탈출(증),오답,-,,1,[],stop
1c,protrusive position,전방위치,전방위,오답,-,,2,[],stop
1c,grafting,이식술,이식,오답,-,,1,[],stop
1c,dislocation of midcarpal(joint),중수근 관절 탈구,중간수근골(관절)의 탈구,오답,-,S63.02,3,[],stop
1c,fecal concentration,분변 농축,대변농축(법),오답,-,,2,[],stop
1c,recession operation,후전술,뒤옮김술,정답(동의어),exact,,2,[],stop
1c,ebonation,흑색화,뼈조각제거,오답,-,,1,[],stop
1c,zosteriform lentiginous nevus,대상편폵색소모반,띠모양흑(색)점모반,오답,-,,3,[],stop
1c,supraduodenal artery,상십이지장동맥,샘창자위동맥,오답,-,,2,[],stop
1c,thyroidea ima artery,최하갑상동맥,맨아래갑상동맥,오답,-,,3,[],stop
1c,cryptococcal meningocerebritis,크립토코커스 뇌막뇌염,크립토콕쿠스수막대뇌염,오답,-,B45.1,2,[],stop
1c,endothelial adhesion molecule,내피세포 부착 분자,내피부착분자,오답,-,,3,[],stop
1c,pleurothecal anastomosis,흉막초문합,가슴막-척수막 연결,오답,-,,2,[],stop
1c,polymyalgia rheumatica,류마티성 다발근통,류마티스성 다발근통,오답,-,M35.3,2,[],stop
1c,voluntomotory,수의운동,수의운동-,정답(동의어),exact,,1,[],stop
1c,retention of urine,요저류,소변정체,정답(동의어),exact,R33,3,[],stop
1c,supporting spiritual rituals,정신적 의례 지원,영적의식 지지하기,오답,-,,3,[],stop
1c,epigastric artery,상복부동맥,배벽동맥,오답,-,,2,[],stop
1c,source qi,원기,원기,정답(대표),exact,,2,[],stop
1c,polychromatophilic erythrocyte,다염성 적혈구,다염적혈구,오답,-,,2,[],stop
1c,endorectal pull-through operation,경직장 당겨내기 수술,직장내 풀-스루식 수술,오답,-,,3,[],stop
1c,defective interfering particle,결함 간섭 입자,결손간섭입자,오답,-,,3,[],stop
1c,physics depth sensitivity,물리적 깊이 민감도,물리적깊이민감도,정답(대표),nospace,,3,[],stop
1c,dialysis adequacy,투석 적격도,투석충분도,오답,-,,2,[],stop
1c,apneustic respiration,무호흡호흡,지속흡입호흡,오답,-,,2,[],stop
1c,citrate,구연산염,구연산,정답(동의어),exact,,1,[],stop
1c,forehead,이마,전두,오답,-,,1,[],stop
1c,extracoronal,관외,치관외-,오답,-,,1,[],stop
1c,mongoloid slant,몽고인종성 사시,몽골인 모양 눈,오답,-,,2,[],stop
1c,altimeter sickness,고산병,고산병,정답(대표),exact,T70.2,2,[],stop
1c,failed forceps,실패한 겸자분만,집게 사용 실패,오답,-,,2,[],stop
1c,trypanocidal,트리파노좀살제,파동편모충박멸-,오답,-,,1,[],stop
1c,amphorophony,공동음,공동공명음,오답,-,,1,[],stop
1c,pyroglyphidae,비만진드기과,집먼지진드기(과),오답,-,,1,[],stop
1c,rhabdomyomyxoma,횡문근점액종,횡문근점액종,정답(대표),exact,,1,[],stop
1c,cranial dermal sinus,두피 피부동맥류,뇌피부동,오답,-,L05.9,3,[],stop
1c,suprapubic prostatectomy,치골상 전립선 절제술,두덩뼈 위쪽 경유 전립샘 절제,오답,-,,2,[],stop
1c,platymorphia,편폡체증,편평안구,오답,-,,1,[],stop
1c,cimex lectularius,온새참빈진벌레,빈대,오답,-,,2,[],stop
1c,salbutamol,살부타몰,살부타몰,정답(대표),exact,,1,[],stop
1c,tuning fork,음차,소리굽쇠,정답(동의어),exact,,2,[],stop
1c,chest expiration,흉부 호기,가슴 날숨촬영,오답,-,,2,[],stop
1c,syphilogen,매독원충,매독원,오답,-,,1,[],stop
1c,ischial ramus,좌골지,궁둥뼈가지,정답(동의어),exact,,2,[],stop
1c,supraspinous,극상,가시끝-,오답,-,,1,[],stop
1c,intranasal ethmoidectomy,비내경 정동절제술,사골동염근치술; 비내 접근법,오답,-,,2,[],stop
1c,breathing bag reservoir,호흡백 저장고,호흡주머니,오답,-,,3,[],stop
1c,growth fever,발육열,변증,오답,-,P81.9,2,[],stop
1c,neurostearic acid,신경지방산,신경지방산,정답(대표),exact,,2,[],stop
1c,operative ultrasound,수술中超음파,수술중초음파검사,오답,-,,2,[],stop
1c,abortive prophage,중단형 프로파지,불완전프로파지,오답,-,,2,[],stop
1c,vetebra,척추,척추,정답(대표),exact,,1,[],stop
1c,incisor tooth,절치,절치,정답(대표),exact,,2,[],stop
1c,stump hallucination,단지환각,절단끝환각,오답,-,,2,[],stop
1c,hyalomere,투명단편,투명부위,오답,-,,1,[],stop
1c,inspirator,흡인기,흡입기,오답,-,,1,[],stop
1c,tense,긴장,긴장-,오답,-,,1,[],stop
1c,fluoridation,불소화,불소화,정답(대표),exact,,1,[],stop
1c,varicose vein stripping,정맥류 박리술,정맥류 제거,오답,-,,3,[],stop
1c,urethrotomy,요도절개술,요도 절개,오답,-,,1,[],stop
1c,virgin population,처녀 개체군,무노출인구,오답,-,,2,[],stop
1c,gracilis muscle,박근,두덩정강근,정답(동의어),exact,,2,[],stop
1c,paraganglion,부신경절,곁신경절,정답(동의어),exact,,1,[],stop
1c,hemianopsia,반맹,편측시야결손,정답(동의어),exact,,1,[],stop
1c,relative scotoma,상대적 암점,상대암점,오답,-,,2,[],stop
1c,ballism,발리즘,도리깨질(증),오답,-,,1,[],stop
1c,tuberculosis of oesophagus,식결핵,식도의 결핵,오답,-,A18.82,3,[],stop
1c,appendix ultrasound,충수돌기 초음파,맹장 초음파,오답,-,,2,[],stop
1c,kub left lateral,복부 좌측와위,"콩팥요관방광촬영, 왼쪽측방향",오답,-,,3,[],stop
1c,menstrual irregularity,월경불순,월경불규칙,정답(동의어),exact,N92.6,2,[],stop
1c,pressure suit,압력복,가압복,오답,-,,2,[],stop
1c,postprocedural subglottic stenosis,시술 후 성문하 협착증,처치후 성문하협착,오답,-,J95.5,3,[],stop
1c,puerperium,산욕기,산후기,오답,-,,1,[],stop
1c,non-infected,비감염,감염되지않은,오답,-,,1,[],stop
1c,overdetermined idea,과대결합관념,과잉결정관념,오답,-,,2,[],stop
1c,agenesis of lung,폐 무발생증,폐의 무발생,오답,-,Q33.3,3,[],stop
1c,toilet,변기,세척,오답,-,,1,[],stop
1c,coxalgic pelvis,관골통성 골반,엉덩관절병골반,오답,-,,2,[],stop
1c,clasp repair,클래스퍼 수리,클라스프 수리,오답,-,,2,[],stop
1c,horseshoe fistula,편제루공,말발굽샛길,오답,-,,2,[],stop
1c,taenia solium,유구두조충,유구조충,오답,-,,2,[],stop
1c,dermatitis verrucosa,사마귀모피염,사마귀피부염,오답,-,B43.0,2,[],stop
1c,expectorant mixture,거담 혼합제,복합거담제,오답,-,,2,[],stop
1c,prescription group,처방군,처방묶음,오답,-,,2,[],stop
1c,progressive hemifacial atrophy,진행성 반측안면위축증,진행성 반쪽얼굴 위축,오답,-,G51.8,3,[],stop
1c,plain radiograph,단순 방사선 사진,단순방사선사진,정답(대표),nospace,,2,[],stop
1c,iridocyclitis in tuberculosis,결핵성 홍채모양체염,결핵에서의 홍채섬모체염,오답,-,A18.5,3,[],stop
1c,uremic convulsion,요독성 경련,요독경련,오답,-,,2,[],stop
1c,ophthalmophacometer,안과검안계,수정체굴절력측정계,오답,-,,1,[],stop
1c,reconstruction of thumb,무지 재건술,엄지 손가락 재건,오답,-,,3,[],stop
1c,tetrastichiasis,사열모증,네줄속눈썹(증),오답,-,,1,[],stop
1c,fundus photography,안저사진,안저사진,정답(대표),exact,,2,[],stop
1c,rotalix tube,치근관,회전양극관,오답,-,,2,[],stop
1c,invasive mole,침윤성 포상기태,침윤기태,오답,-,,2,[],stop
1c,ulcerated external hemorrhoids,궤양성 외치핵,궤양성 외치핵,정답(대표),exact,K64.8,3,[],stop
1c,standardized rate ratio,표준화비율비,표준화비율비,정답(대표),exact,,3,[],stop
1c,encephalopathy toxic,독성 뇌증,독성 뇌병증,오답,-,,2,[],stop
1c,teach personal care,개인위생 관리 교육,개인간호 교육,오답,-,,3,[],stop
1c,hydrocyst,수낭종,물낭,오답,-,,1,[],stop
1c,muscular artery,근육동맥,근육형동맥,오답,-,,2,[],stop
1c,ataxic hemiparesis,운동실조성 편마비,실조성반부전마비,오답,-,,2,[],stop
1c,mitokinetic,사립체운동성,유사운동-,오답,-,,1,[],stop
1c,dementia in hypercalcaemia,고칼슘혈증 치매,과칼슘혈증에서의 치매,오답,-,F02.8,3,[],stop
1c,neurofibromatosis of spine,척추 신경섬유종증,척수 신경섬유종증,오답,-,,3,[],stop
1c,amputation of cervix,자궁경부 절단술,자궁목 절단,오답,-,,3,[],stop
1c,osteoarthritis,골관절염,뼈관절염,정답(동의어),exact,,1,[],stop
1c,head wind,두풍,두풍 ; 뇌풍,오답,-,R51,2,[],stop
1c,bovine granulomatous mastitis,소 육아성 유선염,소육아종 유방염,오답,-,,3,[],stop
1c,hand,손,수,오답,-,,1,[],stop
1c,idiopathic hemihypertrophy,특발성 반비대증,특발성 편측비대증,오답,-,Q68.8,2,[],stop
1c,ileocolic artery,회결장동맥,돌잘룩창자동맥,오답,-,,2,[],stop
1c,nummular dermatitis,화폐상 피부염,동전모양피부염,오답,-,L30.0,2,[],stop
1c,ecdysis,탈피,허물벗기,정답(동의어),exact,,1,[],stop
1c,congenital leukonychia,선천성 백색조갑,선천 손발톱백반,오답,-,Q84.4,2,[],stop
1c,total lipodystrophy,전신 지방이영양증,전체 지방영양장애,오답,-,,2,[],stop
1c,near field potential,근접장 전위,근접부위전위,오답,-,,3,[],stop
1c,unequal limb length,하지 부등장,사지길이부동증,오답,-,,3,[],stop
1c,drug induce pruritus,약물 유발 소양증,약물 유발성 가려움,오답,-,L29.8,3,[],stop
1c,saphenous neuropathy,은신경병증,복재신경병증,오답,-,G57.8,2,[],stop
1c,extra-abdominal,복막외,복부외-,오답,-,,1,[],stop
1c,endolymphatic duct,내림프관,속림프관,정답(동의어),exact,,2,[],stop
1c,intra-operative neurophysiologic testing,수술 중 신경생리검사,수술중 신경생리학적 검사,오답,-,,3,[],stop
1c,hammerhead ribozyme,해머헤드 리보자임,망치머리형리보자임,오답,-,,2,[],stop
1c,photogene,잠재상,잔상,오답,-,,1,[],stop
1c,hot bag,온열주머니,더운물 주머니,오답,-,,2,[],stop
1c,bougienage of esophagus,식도 부지에술,식도 부우지법,오답,-,,3,[],stop
1c,oculovagal reflex,안구미주신경반사,눈미주신경반사,오답,-,,2,[],stop
1c,physically handicapped,신체장애인,거동불편자,오답,-,,2,[],stop
1c,morbidity aspects,이환 양상,질병 양상,오답,-,,2,[],stop
1c,auriculotemporal nerve,귀관자신경,귓바퀴관자신경,오답,-,,2,[],stop
1c,perseveration,지속증,고집증,오답,-,,1,[],stop
1c,purpura annularis telangiectodes,환상모세혈관확장성자반,고리모세혈관확장자색반,오답,-,,3,[],stop
1c,endoscopic retrograde pancreatography,내시경적 역행성 췌장조영술,내시경역행이자관조영(술),오답,-,,3,[],stop
1c,leukotaxis,백혈구주성,백혈구쏠림성,오답,-,,1,[],stop
1c,myoalbumin,근알부민,근(육)알부민,오답,-,,1,[],stop
1c,urethroscopic surgery,요도경 수술,요도경하 수술,오답,-,,2,[],stop
1c,hippocampal sclerosis,해마 경화증,해마경화(증),오답,-,G37.9,2,[],stop
1c,excitometabolic,흥분대사성,대사촉진-,오답,-,,1,[],stop
1c,bronchus t-tube insertion,기관지 T-튜브 삽입술,기관지 T-삽관,오답,-,,3,['bad_chars'],stop
1c,lead gown,납가운,납가운,정답(대표),exact,,2,[],stop
1c,flat position,앙와위,앙와위,정답(대표),exact,,2,[],stop
1c,bubbling rale,수포음,끓는거품소리,오답,-,,2,[],stop
1c,acanthamoeba keratitis,아칸타메바 각막염,가시아메바각막염,오답,-,,2,[],stop
1c,arachnoid cyst,거미막낭종,거미막하 낭종,정답(동의어),nospace,G93.0,2,[],stop
1c,clubbing of nails,곤봉지(조갑),손톱의 곤봉화,오답,-,R68.3,3,['bad_chars'],stop
1c,water bath,수욕,욕조,오답,-,,2,[],stop
1c,molding,아두성형,두개몰딩,오답,-,,1,[],stop
1a,a/s capsulectomy,전방/후방 관절낭절제술,관절경적 피막절제술,오답,-,,2,[],stop
1a,a/s posterior capsulo-labroplasty,전방/후방 후방 관절낭-순성형술,관절경 후방 피막테두리성형술,오답,-,,3,[],stop
1a,abdominal palpable mass,복부 촉지종괴,복부 촉지성 종괴,오답,-,,3,[],stop
1a,abdominal wall strained,복벽 염좌,배벽 긴장,오답,-,,3,[],stop
1a,abortive prophage,불발 프로파지,불완전프로파지,오답,-,,2,[],stop
1a,abrasion of flank,측부 찰과상,옆구리 찰과상,오답,-,S30.8,3,[],stop
1a,absence of muscle,근육 결손,근육의 결여,오답,-,Q79.8,3,[],stop
1a,absolute scotoma,절대 암점,절대암점,정답(대표),nospace,,2,[],stop
1a,acanthamoeba keratitis,아칸타메바 각막염,가시아메바각막염,오답,-,,2,[],stop
1a,acclimation fever,순열,순화열,오답,-,,2,[],stop
1a,acentric occlusion,편심 교합,비중심교합,오답,-,,2,[],stop
1a,acne keloidalis,켈로이드성 여드름,흉터종여드름,오답,-,,2,[],stop
1a,acropathy,말단병,말단병(증),오답,-,,1,[],stop
1a,acrotrophodynia,말단영양불량증,말단영양통증,오답,-,,1,[],stop
1a,activity grade,활동도,활동정도,오답,-,,2,[],stop
1a,adenomatosis of colon,대장 선종증,결장의 선종증,오답,-,D12.6,3,[],stop
1a,adjustable suture,조절봉합,조정봉합,오답,-,,2,[],stop
1a,aerial infection,공기 감염,흡입감염,오답,-,,2,[],stop
1a,affectivity,감정성,정동성,오답,-,,1,[],stop
1a,afterloading technique,후장하술,후장진법,오답,-,,2,[],stop
1a,agenesis of lung,폐 무발생증,폐의 무발생,오답,-,Q33.3,3,[],stop
1a,airborne infection,공기 감염,공기매개감염,오답,-,,2,[],stop
1a,alcohol swab,알코올 면봉,알코올솜,오답,-,,2,[],stop
1a,alert,알림,명료함,오답,-,,1,[],stop
1a,allergenic serum,알레르겐 혈청,알레르기혈청,오답,-,,2,[],stop
1a,allocentric,타이심의,타인중심-,오답,-,,1,[],stop
1a,alpha thalassemia,알파 지중해빈혈,알파 지중해빈혈,정답(대표),exact,D56.0,2,[],stop
1a,altered uterine contractions,변형 자궁수축,자궁수축 변화,오답,-,,3,[],stop
1a,altimeter sickness,고도계병,고산병,오답,-,T70.2,2,[],stop
1a,amphorophony,공명음,공동공명음,오답,-,,1,[],stop
1a,amputation of cervix,자궁경부 절단술,자궁목 절단,오답,-,,3,[],stop
1a,analgesia dolorosa,통증성 무통증,무감각부위통증,오답,-,,2,[],stop
1a,anaphylactoid crisis,아나필락시양 위기,아나필락시스유사위기,오답,-,,2,[],stop
1a,ancylostoma ceylanicum,실론구충,실론구충,정답(대표),exact,,2,[],stop
1a,androgenic alopecia,남성형 탈모증,안드로젠탈모증,오답,-,L64,2,[],stop
1a,anecdotal,일화적,증례서술적,정답(동의어),exact,,1,[],stop
1a,anesthesiologist,마취과 의사,마취과의사,정답(대표),nospace,,1,[],stop
1a,angiohyalinosis,혈관유리양변증,혈관유리질증,오답,-,,1,[],stop
1a,angioma cavernosum,해면상 혈관종,해면혈관종,오답,-,,2,[],stop
1a,anisometropic amblyopia,부동시 약시,굴절부등약시,오답,-,H53.01,2,[],stop
1a,annular nucleus,고리핵,고리핵,정답(대표),exact,,2,[],stop
1a,annulospiral ending,고리나선 말단,고리나선신경종말,오답,-,,2,[],stop
1a,ant. uveitis,전방 포도막염,전방포도막염,정답(대표),nospace,H20.9,2,[],stop
1a,anterior resection,전방 절제술,앞방향절제(술),오답,-,,2,[],stop
1a,anthracosis,탄분증,탄분증,정답(대표),exact,J60,1,[],stop
1a,antifibrinolysin,항섬유소용해소,항섬유소용해소제,오답,-,,1,[],stop
1a,antigenic reversion,항원 역전,항원복귀,오답,-,,2,[],stop
1a,antimicrobial eye drop,항균 안약,항균안약,정답(대표),nospace,,3,[],stop
1a,antineutrophil cytoplasmic antibody,항호중구 세포질 항체,항중성구세포질항체,오답,-,,3,[],stop
1a,antivitamin,항비타민,항비타민물질,오답,-,,1,[],stop
1a,antroscope,항문경,위턱굴보개,오답,-,,1,[],stop
1a,aortic(valve) stenosis,대동맥(판) 협착증,대동맥판협착,오답,-,I35.0,2,['bad_chars'],stop
1a,apical surgery,근단 수술,치근단 수술,오답,-,,2,[],stop
1a,apicoectomy,근단 절제술,치근첨절제(술),오답,-,,1,[],stop
1a,apneusis,무호흡,지속들숨,오답,-,,1,[],stop
1a,apneustic respiration,무호흡성 호흡,지속흡입호흡,오답,-,,2,[],stop
1a,apoplectic coma,뇌졸중 혼수,중풍혼수,오답,-,,2,[],stop
1a,appendix ultrasound,충수 초음파,맹장 초음파,오답,-,,2,[],stop
1a,apraxia of speech,발성 실행증,언어의 실행증,오답,-,R48.2,3,[],stop
1a,aqueous fluid,방수,방수,정답(대표),exact,,2,[],stop
1a,arachnoid cyst,거미막 낭종,거미막하 낭종,정답(동의어),exact,G93.0,2,[],stop
1a,ardor,작열감,작열감,정답(대표),exact,,1,[],stop
1a,arm-to-retina circulation time,상완-망막 순환 시간,팔망막순환시간,오답,-,,3,[],stop
1a,arsenic mirror,비소 거울,코거울,오답,-,,2,[],stop
1a,arthroplasty of foot,족부 관절 성형술,발의 관절 성형,오답,-,,3,[],stop
1a,arthroscopic menisectomy,관절경적 반월상 연골 절제술,관절경 이용 초승달 절제,오답,-,,2,[],stop
1a,ascending arm venography,상완 상행 정맥 조영술,상지-상행적상지정맥,오답,-,,3,[],stop
1a,aspergillus niger,흑국균,아스페르길루스니게르,오답,-,,2,[],stop
1a,aspirations (psychology),열망(심리학),흡인,오답,-,,2,['bad_chars'],stop
1a,assess breastfeeding support,모유 수유 지원 평가,모유수유지지 사정,오답,-,,3,[],stop
1a,assess circulatory care,순환 간호 평가,순환계간호 사정,오답,-,,3,[],stop
1a,assess disimpaction,정체 제거 평가,매복변제거 사정,오답,-,,2,[],stop
1a,assess enema,관장 평가,관장 사정,오답,-,,2,[],stop
1a,assess hospice,호스피스 평가,호스피스 사정,오답,-,,2,[],stop
1a,assess pulmonary care,폐 간호 평가,호흡기계간호 사정,오답,-,,3,[],stop
1a,assessing grief,비애 평가,슬픔 사정하기,오답,-,,2,[],stop
1a,assessing waste service,폐기물 서비스 평가,쓰레기처리 능력 사정하기,오답,-,,3,[],stop
1a,associated disorder,연관 질환,수반장애,오답,-,,2,[],stop
1a,ataxic hemiparesis,실조성 반마비,실조성반부전마비,오답,-,,2,[],stop
1a,atlas-axis spinal fusion,환축-축추 척추 융합술,고리뼈-중쇠뼈 척추 유합,오답,-,,3,[],stop
1a,atriocarotid interval,심방-경동맥 간격,심방목동맥간격,오답,-,,2,[],stop
1a,atrioventricular septal defect,방실 중격 결손,심방실중격결손,오답,-,Q21.2,3,[],stop
1a,auriculopalpebral reflex,이안검 반사,이개안검반사,오답,-,,2,[],stop
1a,auriculotemporal nerve,이측두신경,귓바퀴관자신경,오답,-,,2,[],stop
1a,auriscope,이경,이경,정답(대표),exact,,1,[],stop
1a,autoeroticism,자체성애,자기성애,오답,-,,1,[],stop
1a,autonomic bladder,자율 방광,자율방광,정답(대표),nospace,,2,[],stop
1a,autonomic insufficiency,자율신경 기능 부전,자율신경부전,오답,-,,2,[],stop
1a,avulsion fracture,박리 골절,찢김 골절,오답,-,,2,[],stop
1a,bacteriocin,박테리오신,박테리오신,정답(대표),exact,,1,[],stop
1a,ballism,발림증,도리깨질(증),오답,-,,1,[],stop
1a,balloon kyphoplasty,풍선 척추 성형술,풍선 척추성형,오답,-,,2,[],stop
1a,basal seat,기저부,의치지지조직,오답,-,,2,[],stop
1a,benign familial hematuria,양성 가족성 혈뇨,양성 가족성 혈뇨,정답(대표),exact,N02.9,3,[],stop
1a,biceps femoris muscle,대퇴이두근,넙다리두갈래근,정답(동의어),exact,,3,[],stop
1a,bidiscoidal placenta,이원반 태반,두원반태반,오답,-,,2,[],stop
1a,bilaminar vitelline placenta,이층 황반 태반,두겹난황태반,오답,-,,3,[],stop
1a,bilateral palatine tonsils,양측 구개편도,양측 목구멍 편도,오답,-,,3,[],stop
1a,bilharzial dysentery,주혈흡충 이질,방광주혈흡충이질,오답,-,,2,[],stop
1a,binaural,양이성,양귀-,오답,-,,1,[],stop
