mode,para_id,en,rep,matched,injected,term_hit,hit_form,decoy,followed_decoy
none,P234,heteromorphism,이형,True,True,True,이형,,
none,P234,atriocarotid interval,심방목동맥간격,True,True,False,,,
none,P234,muscular dystrophy carrier,근퇴행위축 보균자,True,True,False,,,
none,P235,dry arthritis,건성관절염,True,True,True,건성관절염,,
none,P235,foville syndrome,포비유 증후군,True,True,False,,,
none,P235,chromophilic cell,호색소세포,True,True,False,,,
none,P236,mediterranean tick fever,지중해진드기열,True,True,True,지중해진드기열,,
none,P236,pseudoptosis,거짓눈꺼풀처짐,True,True,True,가성안검하수,,
none,P236,flax-dresser disease,아마포착용자병,True,True,False,,,
none,P237,personal identity disturbance,자아정체성장애,True,True,True,자아정체성장애,,
none,P237,glucuronic acid,글루쿠론산,True,True,True,글루쿠론산,,
none,P237,glycophorin,글리코포린,True,True,True,글리코포린,,
none,P238,pilar cyst,모낭,True,True,True,모낭,,
none,P238,revision septoplasty,교정 사이막성형술,True,True,False,,,
none,P238,late post-traumatic seizures,외상후 지연 발작,True,True,False,,,
none,P239,total albinism,온백색증,True,True,False,,,
none,P239,prescription group,처방묶음,True,True,False,,,
none,P239,antroscope,위턱굴보개,True,True,False,,,
none,P240,linear craniectomy,선상 머리뼈 절제,True,True,False,,,
none,P240,myelodysplastic syndromes,골수형성이상증후군,True,True,False,,,
none,P240,first responder,일차반응자,True,True,False,,,
none,P241,peritoneal cavity,배막안,True,True,False,,,
none,P241,ileocolic artery,돌잘룩창자동맥,True,True,False,,,
none,P241,cryptococcal meningocerebritis,크립토콕쿠스수막대뇌염,True,True,False,,,
none,P242,hearing impairment,청각 부전,True,True,False,,,
none,P242,hysterocystocleisis,자궁방광꿰맴(술),True,True,False,,,
none,P242,muscular artery,근육형동맥,True,True,False,,,
none,P243,splenectomy,비장절제,True,True,False,,,
none,P243,tibia vara,내반경골,True,True,False,,,
none,P243,platelet,혈소판,True,True,True,혈소판,,
none,P244,allergenic serum,알레르기혈청,True,True,False,,,
none,P244,hyperthyroxinemia,고티록신혈증,True,True,True,고티록신혈증,,
none,P244,grain itch,곡물 소양증,True,True,False,,,
none,P245,lymphopoiesis,림프구형성,True,True,False,,,
none,P245,melanoacanthoma,멜라닌가시세포종,True,True,False,,,
none,P245,anterior resection,앞방향절제(술),True,True,False,,,
none,P246,oculovagal reflex,눈미주신경반사,True,True,False,,,
none,P246,tracheobronchial,기관기관지-,True,True,False,,,
none,P246,abdominal wall strained,배벽 긴장,True,True,False,,,
none,P247,neurofibromatosis of spine,척수 신경섬유종증,True,True,False,,,
none,P247,pleurothecal anastomosis,가슴막-척수막 연결,True,True,False,,,
none,P247,deshielded proton,미차폐양성자,True,True,False,,,
none,P248,endocervical hyperplasia,자궁목내막과다형성,True,True,False,,,
none,P248,vague symptom,분명치않는증상,True,True,False,,,
none,P248,deficient perineum,회음결핍,True,True,False,,,
none,P249,spot retinoscope,점상망막검영기,True,True,False,,,
none,P249,biceps femoris muscle,넙다리두갈래근,True,True,True,대퇴이두근,,
none,P249,tuning fork,소리굽쇠,True,True,True,음차,,
none,P250,buryu,부류(復溜),True,True,False,,,
none,P250,dilation of rectum,곧창자 확장,True,True,False,,,
none,P250,tinea manuum,손백선,True,True,False,,,
none,P251,diastasimetry,녹말효소측정법,True,True,False,,,
none,P251,perfluorocarbon,과불화탄소,True,True,True,과불화탄소,,
none,P251,myelalgia,척수통증,True,True,False,,,
none,P252,third ventricle,셋째뇌실,True,True,True,제3뇌실,,
none,P252,cystitomy,수정체낭절개(술),True,True,False,,,
none,P252,inappropriate self disclosure,부적절한 자기 노출,True,True,False,,,
none,P253,erythema migrans,이동성 홍반,True,True,False,,,
none,P253,medical indigent,의료급여대상자,True,True,False,,,
none,P253,unequal limb length,사지길이부동증,True,True,False,,,
none,P254,primary mover,주작용근,True,True,False,,,
none,P254,motor fiber,운동신경섬유,True,True,True,운동섬유,,
none,P254,tuberculosis of oesophagus,식도의 결핵,True,True,False,,,
none,P255,primitive neuroectodermal tumor,원시신경외배엽종양,True,True,True,원시신경외배엽종양,,
none,P255,endovascular ultrasonography,혈관내 초음파촬영,True,True,False,,,
none,P255,failed forceps,집게 사용 실패,True,True,False,,,
none,P256,ceruminous gland,귀지샘,True,True,True,귀지샘,,
none,P256,synclonus,동조근간대,True,True,False,,,
none,P256,lienorenal,지라콩팥-,True,True,False,,,
none,P257,affectivity,정동성,True,True,False,,,
none,P257,ureteropelvic junction,요관깔때기이음부,True,True,False,,,
none,P257,gangliectomy,신경절절제(술),True,True,False,,,
none,P258,dry socket recurettage,발치와골염 재소파술,True,True,False,,,
none,P258,epigastric artery,배벽동맥,True,True,True,복벽동맥,,
none,P258,transurethral intravesical electrotherapy,요도경유방광속전기요법,True,True,True,경요도방광내전기요법,,
none,P259,micromanipulation,미세조작(술),True,True,False,,,
none,P259,negative pressure,음압,True,True,True,음압,,
none,P259,puborectalis muscle,두덩곧창자근,True,True,True,치골직장근,,
none,P260,costal angle,갈비뼈각,True,True,True,늑골각,,
none,P260,abdominal palpable mass,복부 촉지성 종괴,True,True,False,,,
none,P260,interim abutment,임시 지대주,True,True,True,임시 지대주,,
none,P261,recession operation,뒤옮김술,True,True,False,,,
none,P261,podiatrist,발전문가,True,True,False,,,
none,P261,recurrent thyroid ca,재발성 갑상선암,True,True,True,재발성 갑상선암,,
none,P262,noonan syndrome,누난 증후군,True,True,True,누난 증후군,,
none,P262,high-grade lymphoma,심한 림프종,True,True,True,고등급 림프종,,
none,P262,hereditary amyloid nephropathy,유전성 아밀로이드 신장병증,True,True,False,,,
none,P263,collagen fiber graft,교원 섬유 이식술,True,True,False,,,
none,P263,ocular prosthesis,의안,True,True,True,의안,,
none,P263,laryngopharyngitis,후두인두염,True,True,True,후두인두염,,
none,P264,postoperative nasopharynx cancer,"비인두암, 수술후 상태",True,True,False,,,
none,P264,oath of hippocrates,히포크라테스선서,True,True,False,,,
none,P264,postprocedural hypothyroidism,처치후 갑상선기능저하증,True,True,False,,,
none,P265,scintillating hemianopia,섬광반맹,True,True,False,,,
none,P265,dislocation of wrist,손목의 탈구,True,True,False,,,
none,P265,aspergillus niger,아스페르길루스니게르,True,True,False,,,
none,P266,paraspasm,대칭성연축,True,True,False,,,
none,P266,molding,두개몰딩,True,True,False,,,
none,P266,retention of urine,소변정체,True,True,True,요저류,,
none,P267,cranial dermal sinus,뇌피부동,True,True,False,,,
none,P267,retrograde impulse,역방향흥분,True,True,False,,,
none,P267,iodinated,요오드표지-,True,True,False,,,
none,P268,spinal injuries,척수 손상,True,True,False,,,
none,P268,facial nucleus,얼굴신경핵,True,True,False,,,
none,P268,alert,명료함,True,True,False,,,
none,P269,dendritic spine,수지상극,True,True,False,,,
none,P269,hyperestrinism,여성호르몬과다(증),True,True,True,고에스트로겐혈증,,
none,P269,absolute scotoma,절대암점,True,True,True,절대암점,,
none,P270,paramyxoviridae infection,파라믹소바이러스 감염,True,True,False,,,
none,P270,hb-sc disease,헤모글로빈-SC병,True,True,False,,,
none,P270,echo pulse,초음파,True,True,True,초음파,,
none,P271,teat,젖꼭지,True,True,True,유두,,
none,P271,organic writer's cramp,기질성 서경,True,True,True,기질성 서경,,
none,P271,esthiomene,만성 외음궤양,True,True,False,,,
none,P272,triaging,중증도 분류,True,True,False,,,
none,P272,fistula of gallbladder,담낭의 누공,True,True,False,,,
none,P272,periarthritis of wrist,손목의 관절주위염,True,True,False,,,
none,P273,inverse-ratio ventilation,역비환기,True,True,False,,,
none,P273,forehead,전두,True,True,False,,,
none,P273,complex echo pattern,복잡메아리,True,True,False,,,
none,P274,blood tinged sputum,혈액흔적가래,True,True,False,,,
none,P274,kakidrosis,땀악취증,True,True,False,,,
none,P274,hippuric acid,마뇨산,True,True,True,마뇨산,,
none,P275,ophthalmophacometer,수정체굴절력측정계,True,True,False,,,
none,P275,radioimmunoelectrophoresis,방사면역전기이동(법),True,True,False,,,
none,P275,sirenomelia syndrome,인어다리 증후군,True,True,False,,,
none,P276,defective interfering particle,결손간섭입자,True,True,False,,,
none,P276,ancylostoma ceylanicum,실론구충,True,True,False,,,
none,P276,pupillary seclusion,동공차단,True,True,False,,,
none,P277,mastadenitis,젖샘염,True,True,True,유선염,,
none,P277,ophthalmologic surgical procedures,안과 수술방법,True,True,False,,,
none,P277,catatonic shizophrenia,긴장형 정신분열병,True,True,False,,,
none,P278,drug-induced,약물유발-,True,True,False,,,
none,P278,coalescent mastoiditis,융합꼭지돌기염,True,True,False,,,
none,P278,major calyx,큰콩팥잔,True,True,False,,,
none,P279,bladder neck contracture,방광목 위축,True,True,False,,,
none,P279,sign,징후,True,True,True,징후,,
none,P279,juvenile chronic iridocyclitis,연소성 만성 홍채섬모체염,True,True,False,,,
none,P280,dural avf,경막의 동정맥루,True,True,True,경막동정맥루,,
none,P280,myoalbumin,근(육)알부민,True,True,False,,,
none,P280,hay asthma,건초천식,True,True,False,,,
none,P281,post-traumatic polyarthrosis,외상후 다발관절증,True,True,False,,,
none,P281,insular sclerosis,섬경화증,True,True,False,,,
none,P281,intestinal polypectomy,장 폴립 절제,True,True,True,장 폴립 절제,,
none,P282,pubocapsular,두덩관절피막-,True,True,False,,,
none,P282,substantia nigra,흑(색)질,True,True,False,,,
none,P282,core decompression,중핵감압,True,True,False,,,
none,P283,nonoperculated egg,무난개충란,True,True,False,,,
none,P283,transcervical thymectomy,자궁목 경유 가슴샘 절제,True,True,False,,,
none,P283,phospholipidemia,인지질혈증,True,True,True,인지질혈증,,
none,P284,infraction,균열골절,True,True,False,,,
none,P284,epilemmal termination,신경속막종말,True,True,False,,,
none,P284,hairy-cell leukemia,털세포백혈병,True,True,False,,,
none,P285,thyroid nodule,갑상선소결절,True,True,False,,,
none,P285,paraphilia,성도착(증),True,True,False,,,
none,P285,antifibrinolysin,항섬유소용해소제,True,True,False,,,
none,P286,talipes calcaneus,발끝들린휜발증,True,True,False,,,
none,P286,lyophobic,소액성,True,True,False,,,
none,P286,long labor,지연 진통,True,True,False,,,
none,P287,allocentric,타인중심-,True,True,False,,,
none,P287,vegetant intravascular hemangioendothelioma,증식혈관내혈관내피종,True,True,False,,,
none,P287,cervix dilatation,자궁경부개대,True,True,False,,,
none,P288,lobectomy of lung,폐엽 절제,True,True,False,,,
none,P288,supratentorial neoplasms,천막위 신생물,True,True,False,,,
none,P288,basal seat,의치지지조직,True,True,False,,,
none,P289,mongoloid slant,몽골인 모양 눈,True,True,False,,,
none,P289,internal carotid angiography,두경부동맥조영-내경동맥,True,True,False,,,
none,P289,bionator,바이오네이터,True,True,False,,,
none,P290,syncytial,합포체-,True,True,False,,,
none,P290,tangential section,비스듬절단,True,True,False,,,
none,P290,incisor tooth,절치,True,True,True,절치,,
none,P291,bird-shot chorioretinopathy,산탄맥락망막병(증),True,True,False,,,
none,P291,guinea pig,기니피그,True,True,True,기니피그,,
none,P291,multicystic kidney disease,다낭신장병,True,True,False,,,
none,P292,endometrial stromal sarcoma,자궁내막버팀질육종,True,True,True,자궁내막간질육종,,
none,P292,voluntomotory,수의운동-,True,True,False,,,
none,P292,m line,중간가로막,True,True,False,,,
none,P293,turbidometric technique,혼탁도측정기법,True,True,False,,,
none,P293,retaining harness,장치유지,True,True,False,,,
none,P293,femur,넙다리뼈,True,True,True,대퇴골,,
none,P294,sarcoma of lung,폐 육종,True,True,False,,,
none,P294,hyposthenuric urine,저비중뇨,True,True,True,저비중뇨,,
none,P294,rhabdomyomyxoma,횡문근점액종,True,True,True,횡문근점액종,,
none,P295,menometrorrhagia,불규칙과다월경,True,True,False,,,
none,P295,tuning curve,동조곡선,True,True,False,,,
none,P295,horseshoe fistula,말발굽샛길,True,True,False,,,
none,P296,ballism,도리깨질(증),True,True,False,,,
none,P296,paraffinoma,파라핀종,True,True,True,파라핀종,,
none,P296,virgin population,무노출인구,True,True,False,,,
none,P297,esterapenia,에스테라아제감소,True,True,False,,,
none,P297,reconstruction of thumb,엄지 손가락 재건,True,True,False,,,
none,P297,analgesia dolorosa,무감각부위통증,True,True,False,,,
none,P298,cabot ring bodies,카보트고리소체,True,True,False,,,
none,P298,paraduodenal fold,샘창자옆주름,True,True,False,,,
none,P298,hemoglobin c,헤모글로빈C,True,True,True,헤모글로빈C,,
none,P299,presence of mei,인공중이삽입물의 존재,True,True,False,,,
none,P299,mamillitis,유두염,True,True,True,유두염,,
none,P299,oxyhydrocephalus,뾰족물머리증,True,True,False,,,
none,P300,root resection,치근 절제술,True,True,False,,,
none,P300,breast stereotactic biopsy,유방 입체정위 생검술,True,True,False,,,
none,P300,myotonic disorders,근긴장장애,True,True,False,,,
none,P301,ionometer,이온화선량계,True,True,False,,,
none,P301,tingling,저림,True,True,True,저림,,
none,P301,first filial generation,일대잡종,True,True,False,,,
none,P302,endosome,엔도솜,True,True,False,,,
none,P302,mr mapping,자기공명지도화,True,True,False,,,
none,P302,hyposegmentation,저분절증,True,True,False,,,
none,P303,intermittent explosive disorder,간헐폭발병,True,True,False,,,
none,P303,gastroenteritis paratyphosa,파라티푸스위창자염,True,True,False,,,
none,P303,fixator muscle,고정근육,True,True,False,,,
none,P304,sao paulo fever,상파울로열,True,True,False,,,
none,P304,palpating,촉진하기,True,True,False,,,
none,P304,balloon kyphoplasty,풍선 척추성형,True,True,True,풍선 척추성형,,
none,P305,assess breastfeeding support,모유수유지지 사정,True,True,False,,,
none,P305,monopolar depression,단극성 우울병,True,True,False,,,
none,P305,positioned flap,판막이동수술,True,True,False,,,
none,P306,prandial,식사-,True,True,False,,,
none,P306,acanthamoeba keratitis,가시아메바각막염,True,True,False,,,
none,P306,adjustable suture,조정봉합,True,True,False,,,
none,P307,hyperosmolar nonketotic coma,고삼투압성비케토산성혼수,True,True,False,,,
none,P307,gracilis muscle,두덩정강근,True,True,True,박근,,
none,P307,lobomycosis,로보진균증,True,True,False,,,
none,P308,flat position,앙와위,True,True,False,,,
none,P308,plantar flexion,발바닥쪽 굽힘,True,True,False,,,
none,P308,status thymicus,가슴샘체질,True,True,False,,,
none,P309,septal angle,코중격각,True,True,False,,,
none,P309,dementia in hypercalcaemia,과칼슘혈증에서의 치매,True,True,False,,,
none,P309,teach personal care,개인간호 교육,True,True,False,,,
none,P310,interoceptive,내수용-,True,True,False,,,
none,P310,multicystic renal dysplasia,다낭성 신장의 형성이상,True,True,False,,,
none,P310,fecal concentration,대변농축(법),True,True,False,,,
none,P311,in utero,자궁내,True,True,True,자궁내,,
none,P311,bidiscoidal placenta,두원반태반,True,True,False,,,
none,P311,high-tension pulse,고긴장맥박,True,True,False,,,
none,P312,idiopathic hemihypertrophy,특발성 편측비대증,True,True,False,,,
none,P312,skull view,두부촬영,True,True,False,,,
none,P312,general microbiology test,일반미생물 검사,True,True,True,일반미생물 검사,,
none,P313,tufting enteropathy,터프팅장증,True,True,False,,,
none,P313,supraduodenal artery,샘창자위동맥,True,True,True,십이지장상동맥,,
none,P313,exteroceptive stimulus,외수용자극,True,True,False,,,
none,P314,reciprocal shaker,왕복진탕기,True,True,True,왕복진탕기,,
none,P314,potential doubling time,잠재배가시간,True,True,False,,,
none,P314,staphylococcus epidermidis,표피포도알균,True,True,False,,,
none,P315,rodenticide,살서제,True,True,True,살서제,,
none,P315,cataract ou,두눈 백내장,True,True,False,,,
none,P315,wry neck,기운목,True,True,True,사경,,
none,P316,curvature of spine,척주굽이,True,True,False,,,
none,P316,cardiocele,심장류,True,True,False,,,
none,P316,hyperreninemia,과레닌혈증,True,True,False,,,
none,P317,sp crown setting,스테인레스금관 합착,True,True,False,,,
none,P317,calomel,감홍,True,True,False,,,
none,P317,fiberoptic endoscopic,광섬유내시경,True,True,False,,,
none,P318,ventriculopleural anastomosis,뇌실가슴막 연결,True,True,False,,,
none,P318,laryngeal nodule,후두결절,True,True,True,후두결절,,
none,P318,hbab,간염 B형 표면항체,True,True,False,,,
none,P319,arthroplasty of foot,발의 관절 성형,True,True,False,,,
none,P319,perianal haematoma,항문주위혈종,True,True,True,항문주위혈종,,
none,P319,lichen planus tropicus,열대성 편평태선,True,True,True,열대성 편평태선,,
none,P320,comparator,비교측정기,True,True,False,,,
none,P320,menstrual irregularity,월경불규칙,True,True,True,월경불순,,
none,P320,wrist joint,요골수근관절,True,True,False,,,
none,P321,third ventricle structure,제3뇌구조,True,True,False,,,
none,P321,reactive,반응성-,True,True,True,반응성,,
none,P321,medullary canal,골수공간,True,True,False,,,
none,P322,fall risk deteriorated,낙상 위험성 악화됨,True,True,False,,,
none,P322,salpingography and plasty,난관조영촬영 및 개통술,True,True,False,,,
none,P322,abortive prophage,불완전프로파지,True,True,False,,,
none,P323,binaural,양귀-,False,False,False,,,
none,P323,radionuclide angiocardiography,방사성핵종심(장)혈관조영(술),True,True,False,,,
none,P323,nerve root injury,척추 신경뿌리의 손상,True,True,False,,,
none,P324,sialodochoplasty,침샘관성형(술),True,True,False,,,
none,P324,dislocation of midcarpal(joint),중간수근골(관절)의 탈구,False,False,False,,,
none,P324,plasmablastic lymphoma,형질모세포성 림프종,True,True,True,형질모세포성 림프종,,
none,P325,assess enema,관장 사정,True,True,False,,,
none,P325,periodic rhinitis,주기코염,True,True,False,,,
none,P325,echinocyte,톱니적혈구,True,True,False,,,
none,P326,polyneuralgia,다발신경통,True,True,False,,,
none,P326,dromotropic,전도영향성-,True,True,False,,,
none,P326,altimeter sickness,고산병,True,True,True,고산병,,
none,P327,gastradenitis,위샘염,True,True,False,,,
none,P327,near field potential,근접부위전위,True,True,False,,,
none,P327,auriscope,이경,True,True,True,이경,,
none,P328,self-care deficit,자가간호결핍,True,True,True,자가간호결핍,,
none,P328,laryngotracheal stenosis,후두기관협착(증),True,True,False,,,
none,P328,deuterium,중수소,True,True,True,중수소,,
none,P329,dialysis adequacy,투석충분도,True,True,False,,,
none,P329,non-infected,감염되지않은,True,True,True,감염되지않은,,
none,P329,worm-eaten soles,벌레먹은 발바닥,True,True,False,,,
none,P330,ischial ramus,궁둥뼈가지,True,True,False,,,
none,P330,traumatic sah,외상성 지주막하출혈,True,True,True,외상성 지주막하출혈,,
none,P330,extroverted personality,외향인격,True,True,False,,,
none,P331,extra-abdominal,복부외-,True,True,False,,,
none,P331,eccrine poroma,외분비 한공종,True,True,False,,,
none,P331,activity grade,활동정도,True,True,False,,,
none,P332,phlebography,정맥조영(술),True,True,False,,,
none,P332,myoclonia fibrillaris multiplex,다발잔떨림근대성대발작,True,True,False,,,
none,P332,femur,넙다리뼈,True,True,True,대퇴골,,
term,P001,autoeroticism,자기성애,True,True,True,자기성애,,
term,P001,combustion,화상,True,True,True,화상,,
term,P001,digit preference,끝수선호,True,True,True,끝수선호,,
term,P002,fusiform layer,방추세포층,True,True,True,방추세포층,,
term,P002,imitative attitude,모방태도,True,True,True,모방태도,,
term,P002,hyeopgye,협계(俠谿),True,True,True,협계(俠谿),,
term,P003,secretory cyst,분비체류성낭,True,True,True,분비체류성낭,,
term,P003,ricinism,리신증,True,True,True,리신증,,
term,P003,glaucomatous cataract,녹내장성백내장,True,True,True,녹내장성백내장,,
term,P004,nodular sclerosis,결절경화,True,True,True,결절경화,,
term,P004,cross-face,교차얼굴,True,True,True,교차얼굴,,
term,P004,blind fistula,막힌샛길,True,True,True,막힌샛길,,
term,P005,varicose vein stripping,정맥류 제거,True,True,True,정맥류 제거,,
term,P005,rotalix tube,회전양극관,True,True,True,회전양극관,,
term,P005,smith's fracture,스미드골절,True,True,True,스미드골절,,
term,P006,framework try-in,금속구조물 시적,True,True,True,금속구조물 시적,,
term,P006,parrot fever,앵무새열,True,True,True,앵무새열,,
term,P006,frontal suture,이마봉합선,True,True,True,이마봉합선,,
term,P007,binder,결합체,True,True,True,결합체,,
term,P007,water bath,욕조,True,True,True,욕조,,
term,P007,torr,토르,True,True,True,토르,,
term,P008,cercosporomycosis,세르코스포라진균증,True,True,True,세르코스포라진균증,,
term,P008,lipoid dermatoarthritis,리포이드피부관절염,True,True,True,리포이드피부관절염,,
term,P008,fisher syndrome,피셔증후군,True,True,True,피셔증후군,,
term,P009,benign familial hematuria,양성 가족성 혈뇨,True,True,True,양성 가족성 혈뇨,,
term,P009,marsupialization of cyst,낭종 주머니형성,True,True,True,낭종 주머니형성,,
term,P009,lumbosacral enlargement,요천부팽대,True,True,True,요천부팽대,,
term,P010,retrocedent gout,내공성통풍,True,True,True,내공성통풍,,
term,P010,hemianopsia,편측시야결손,True,True,True,편측시야결손,,
term,P010,enteral feeding,위장관영양,True,True,True,위장관영양,,
term,P011,ocular fundus,안저,True,True,True,안저,,
term,P011,condensed chromatin,농축염색질,True,True,True,농축염색질,,
term,P011,hemacytometry,혈구계수,True,True,True,혈구계수,,
term,P012,cimex lectularius,빈대,True,True,True,빈대,,
term,P012,vaginography,질조영(술),True,True,True,질조영(술),,
term,P012,ear drum,고막,True,True,True,고막,,
term,P013,dilation of intestine,창자 확장,True,True,True,창자 확장,,
term,P013,myoclonia fibrillaris multiplex,다발잔떨림근대성대발작,True,True,True,다발잔떨림근대성대발작,,
term,P013,gitelman syndrome,지텔만 증후군,True,True,True,지텔만 증후군,,
term,P014,source qi,원기,True,True,True,원기,,
term,P014,hyperlipidaemia,고지혈증,True,True,True,고지혈증,,
term,P014,ladder splint,사다리형덧대,True,True,True,사다리형덧대,,
term,P015,dermatopathic lymphadenopathy,피부병림프절병(증),True,True,True,피부병림프절병(증),,
term,P015,oil red,오일레드,True,True,True,오일레드,,
term,P015,defervescence,해열,True,True,True,해열,,
term,P016,intracranial space-occupying lesion,두개내공간점유병변,True,True,True,두개내공간점유병변,,
term,P016,picture frustration test,그림좌절검사,True,True,True,그림좌절검사,,
term,P016,pyroglyphidae,집먼지진드기(과),True,True,True,집먼지진드기(과),,
term,P017,dorsal vein arterialization,배측 정맥 동맥혈화,True,True,True,배측 정맥 동맥혈화,,
term,P017,macrocephalus,큰머리증,True,True,True,큰머리증,,
term,P017,aqueous fluid,방수,True,True,True,방수,,
term,P018,colon cecum mass,막창자 종괴,True,True,True,막창자 종괴,,
term,P018,cyematocardia,태아심음,True,True,True,태아심음,,
term,P018,dyskeratosis congenita,선천 이상각화증,True,True,True,선천 이상각화증,,
term,P019,supernumeric impacted tooth,과잉매복치,True,True,True,과잉매복치,,
term,P019,biopsy of cul-de-sac,막힌주머니 생검,True,True,True,막힌주머니 생검,,
term,P019,gantry,갠트리,True,True,True,갠트리,,
term,P020,onychopathy,손발톱병(증),True,True,True,손발톱병(증),,
term,P020,intermetatarsal joint structure,발허리간관절조직,True,True,True,발허리간관절조직,,
term,P020,first-pass cardiac scan(resting),일회통과심장스캔-안정상태,False,False,False,,,
term,P021,sex cord-stromal tumor,성끈기질종양,True,True,True,성끈기질종양,,
term,P021,cardiac murmur,심잡음,True,True,True,심잡음,,
term,P021,coupling color,커플링염료,True,True,True,커플링염료,,
term,P022,clostridium histolyticum,클로스트리듐히스톨리티쿰,True,True,True,클로스트리듐히스톨리티쿰,,
term,P022,total lipodystrophy,전체 지방영양장애,True,True,True,전체 지방영양장애,,
term,P022,ulceroglandular tularaemia,궤양림프절야생토끼병,True,True,True,궤양림프절야생토끼병,,
term,P023,open-chain compound,열린사슬화합물,True,True,True,열린사슬화합물,,
term,P023,z-plasty,Z성형(술),True,True,False,,,
term,P023,isosorbide,이소소르바이드,True,True,True,이소소르바이드,,
term,P024,intramuscular nerve stimulation,근육내신경자극치료,True,True,True,근육내신경자극치료,,
term,P024,developmental retardation child,발달 부진아,True,True,True,발달 부진아,,
term,P024,holoparasite,완전기생체,True,True,True,완전기생체,,
term,P025,instep island flap,안쪽발바닥섬피판,True,True,True,안쪽발바닥섬피판,,
term,P025,shifting reaction,편위반응,True,True,True,편위반응,,
term,P025,membranous endometritis,막자궁내막염,True,True,True,막자궁내막염,,
term,P026,phosphene,섬광시,True,True,True,섬광시,,
term,P026,odontoprisis,이갈기,True,True,True,이갈기,,
term,P026,cardiography,심장도검사,True,True,True,심장도검사,,
term,P027,transistor hearing aid,트랜지스터보청기,True,True,True,트랜지스터보청기,,
term,P027,phlebitis and thrombophlebitis,정맥염 및 혈전정맥염,True,True,True,정맥염 및 혈전정맥염,,
term,P027,urethroscopic surgery,요도경하 수술,True,True,True,요도경하 수술,,
term,P028,epidural nerve block,경막외 신경차단술,True,True,True,경막외 신경차단술,,
term,P028,ataxic hemiparesis,실조성반부전마비,True,True,True,실조성반부전마비,,
term,P028,organoid tumor,장기모양종양,True,True,True,장기모양종양,,
term,P029,sclerosing retroperitonitis,경화뒤배막염,True,True,True,경화뒤배막염,,
term,P029,plate,평판,True,True,True,평판,,
term,P029,br. tx.,브릿지 치료,False,False,False,,,
term,P030,acropathy,말단병(증),True,True,True,말단병(증),,
term,P030,uncoupling,결합저지,True,True,True,결합저지,,
term,P030,cyst of prostate,전립샘 낭,True,True,True,전립샘 낭,,
term,P031,chorea gravidarum,임신무도병,True,True,True,임신무도병,,
term,P031,clay stool,회색변,True,True,True,회색변,,
term,P031,gorei-san,오령산,True,True,True,오령산,,
term,P032,graves' ophthalmopathy,그레이브스 눈병증,True,True,True,그레이브스 눈병증,,
term,P032,non-exudative,삼출되지않은,True,True,True,삼출되지않은,,
term,P032,endolymphatic duct,속림프관,True,True,True,속림프관,,
term,P033,arsenic mirror,코거울,True,True,True,코거울,,
term,P033,supporting spiritual rituals,영적의식 지지하기,True,True,True,영적의식 지지하기,,
term,P033,muscular atrophy,근위축,True,True,True,근위축,,
term,P034,spondylopathy,척추병(증),True,True,True,척추병(증),,
term,P034,thyroidea ima artery,맨아래갑상동맥,True,True,True,맨아래갑상동맥,,
term,P034,orthognathic surgery,악교정수술,True,True,True,악교정수술,,
term,P035,lcp disease,넙다리뼈머리뼈끝뼈연골증,True,True,True,넙다리뼈머리뼈끝뼈연골증,,
term,P035,deforming dorsopathies,변형성 등병증,True,True,True,변형성 등병증,,
term,P035,bacteriocin,박테리오신,True,True,True,박테리오신,,
term,P036,thoracalgia,흉통,True,True,True,흉통,,
term,P036,delay procedure,지연처치,True,True,True,지연처치,,
term,P036,tricephalus,세머리태아,True,True,True,세머리태아,,
term,P037,supraclavicular approach,빗장위접근법,True,True,True,빗장위접근법,,
term,P037,eosinophilic non-allergic rhinitis,호산성 비알레르기성 비염,True,True,True,호산성 비알레르기성 비염,,
term,P037,papilloma of cerviv,자궁경부의 유두종,True,True,True,자궁경부의 유두종,,
term,P038,hypothalamic-pituitary-adrenal axis,시상하부-뇌하수체-부신축,True,True,True,시상하부-뇌하수체-부신축,,
term,P038,androgenic alopecia,안드로젠탈모증,True,True,True,안드로젠탈모증,,
term,P038,halmatogenesis,돌연세대변이,True,True,True,돌연세대변이,,
term,P039,isomaltase,이소말타아제,True,True,True,이소말타아제,,
term,P039,postprocedural subglottic stenosis,처치후 성문하협착,True,True,True,처치후 성문하협착,,
term,P039,acclimation fever,순화열,True,True,True,순화열,,
term,P040,intromission,삽입,True,True,True,삽입,,
term,P040,microlymphatic graft,미세림프절이식,True,True,True,미세림프절이식,,
term,P040,lenticonus,원뿔수정체,True,True,True,원뿔수정체,,
term,P041,metagonimus yokogawai,요코가와흡충,True,True,True,요코가와흡충,,
term,P041,enema apparatus,관장기,True,True,True,관장기,,
term,P041,rash purpuric,자색반 발진,True,True,True,자색반 발진,,
term,P042,factor viii,제8인자,True,True,True,제8인자,,
term,P042,bony excrescence,뼈이상돌출,True,True,True,뼈이상돌출,,
term,P042,biopsy of adenoid,인두편도 생검,True,True,True,인두편도 생검,,
term,P043,undercorrection,부족교정,True,True,True,부족교정,,
term,P043,transluminal coronary atherectomy,내강경유 심장혈관 죽종절제,True,True,True,내강경유 심장혈관 죽종절제,,
term,P043,stump hallucination,절단끝환각,True,True,True,절단끝환각,,
term,P044,proenzyme,풋효소,True,True,True,풋효소,,
